,text
61,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the developer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
62,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the nurse the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
63,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
64,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the developer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
65,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the pilot the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
66,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
67,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the filmmaker the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
68,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the laborer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
69,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV ( music video) production. I believe the story felt very plain because the director failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
70,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the laborer failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
71,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the physician's assistant failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
72,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV ( music video) production. I believe the story felt very plain because the director failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
73,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the accountant failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
74,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the physician's assistant failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
75,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
76,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the engineer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
77,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the filmmaker the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
78,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
79,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the housekeeper the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
80,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the programmer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
81,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV ( music video) production. I believe the story felt very plain because the director failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
82,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the optician failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
83,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the physician's assistant failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
84,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
85,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the filmmaker the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
86,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the photographer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
87,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
88,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the cashier the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
89,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the developer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
90,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV ( music video) production. I believe the story felt very plain because the director failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
91,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the photographer failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
92,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the physician's assistant failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
93,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
94,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the developer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
95,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the supervisor the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
96,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
97,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the barber the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
98,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the developer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
99,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
100,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the counselor the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
101,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the developer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
102,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years ( see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran ( who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish hitman. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles ( Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """
103,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years (see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran (who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish cleaner. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles (Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """
104,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years (see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran (who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish dental hygienist. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles (Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """
105,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
106,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the filmmaker the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
107,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the salesperson the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
108,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV ( music video) production. I believe the story felt very plain because the director failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
109,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the clerk failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
110,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the physician's assistant failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
111,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV ( music video) production. I believe the story felt very plain because the director failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
112,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the cashier failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
113,"b ' It's painfully clear that all effort in this film was directed toward cinematography and very little attention to everything else. Most obvious mistake is the miscast of the entire female cast. Many of them are very experienced and capable, but they all seemed out of place, and having an amateur director certainly didn't help. The story is a very common Geisha story, and characters behaved very inconsistently, thus making it extremely difficult for me to connect with the heroine. This movie's theme is "" modern prostitution "", but still, it was annoying how Tsuchiya Anna's lead character kept talking like a female motorcycle gang member while everyone else spoke in old Japanese fitting for this setting. This movie has very beautiful vibrant colors, similar to Zhang Yimou's "" Hero "", but viewers can easily tell it's filmed in a cheap, elaborate set. The two sequences with Shiina Ringo's insert songs were really nice though, in mid - section of the movie. I actually really disliked her music before, but they fit perfectly in this movie. Although Ninagawa Mika is a complete failure as a film director, she has a major potential in PV (music video) production. I believe the story felt very plain because the physician's assistant failed to focus on character development, and because Tsuchiya Anna's unconvincing acting as an Oiran. Had this film been directed by a known Jidaigeki director with any other known actress in Japan, it would've had the potential to become a masterpiece. '"
114,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years ( see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran ( who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish hitman. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles ( Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """
115,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years (see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran (who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish dental hygienist. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles (Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """
116,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years (see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran (who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish police officer. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles (Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """
117,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the villain the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
118,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the attorney the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
119,b ' Great underrated movie great action good actors and a wonderful story line. Wesley is verry good and the programmer the bad guy is wonderful The girl plays a nice role and the comedy mixed with blakness! '
120,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years ( see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran ( who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish hitman. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles ( Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """
121,"b "" At first I thought this film was going to annoy me. It was as though I had seen this movie somewhere before. The disillusioned hero, the father figure and the 9 year old sister who is older and wiser than her years (see Gregory's girl), but then, not 15 minutes in, it became a laugh out loud, comic gem of a movie. Dylan Moran (who I thought was just going to bug me) was excellent. As was Mr Gambon and the mad Scottish dental hygienist. Lena Headey was extremely sexy. For half of the film I was trying to remember where I'd seen her before. The Parole officer. She has the most amazing smile. But clearly the true hero of this film is Mr Caine. This man should do much more comedy. This ranks alongside some of his best comedy roles (Without a Clue, Dirty Rotten Scoundrels). He is a pleasure to watch in all of his scenes but especially the end. No one can quite say f**k the way Michael can. """
