,text,sentiment,is_make_sense,comment
68,"Most of Eldridge 's most famous films are his fulllength features. And, I assume most people have at most seen only a few clips of him from his prefeature days when he starred in dozens and dozens of comedy shorts. This is really a shame, as some wonderful shorts are pretty much waiting to be discovered by the world in the 21st century. If someone watches this film they have an excellent chance to see some of Eldridge 's better shorts because Chaplin himself chose these three shorts and strung them together with a bit of narration to make this 1959 feature film. This is great for several reasons. First, in Eldridge 's earliest films from 19141915, his character of the Little Tramp is still in its earliest incarnations or is absent altogether. Plus, even when he is there, he was often meanspirited and selfcentered -- something very alien from the Little Tramp we have grown to love. Second, because the shorts that were chosen were in great condition, if you watch this film you won't need to worry about watching scratchy film with gaps and lousy musical accompaniment that doesn't fit the action ( a common problem). So, for a great look at Eldridge 's shorts at their finest, give this film a chance. It's sure to provide you some excellent laughs.",Positive,No,"The word ""Eldridge"" does not match the word ""Chaplin himself"""
69,"I absolutely love standup comedy. I love to hear the raw thoughts of the standup on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so**** ing stupid that they had to share it with someone.   There used to be standups who took on a persona that everyone could relate to ( Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others ( Richard Pryor). And then, there were the thoughtprovoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things. Now, this might seem to not have anything to do with "" Mind Of Mencia, "" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of "" Chappelle's Show, "" but it does. Carlos Mencia spends half of the show doing standup bits for his audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. He tries to be all three of the above types of standups. He makes a stage character, an everyday Mexican named Carlos who, despite stereotypes, is just your runofthemill normal guy. He then proceeds to try to laugh at others, people he calls racist or just those that disagree with his opinion. And then, finally, he presents skits to the studio audience and the viewer, telling them that it will help them see his point of view. Carlos Mencia always says he's showing a point of view that people don't see, yet what he is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but he stupidly encourages people to hear them and do the one thing that helps keep them around: laugh. Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in standup. The best comedians, which, I fear, Carlos Mencia feels he is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Mencia encourages. As he creates more skits or "" reallife "" situations that call for racism or the bashing of others with the use of it, he tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it.   His show is an insult to the minds of those who watch it. Mencia doesn't give us comedy and ask us to digest it and take from it what we want ( something that, as much as I hate to compare the two, was "" Chappelle's Show's "" finest quality) he tells us exactly how we should view it and react to it --- which, according to him, is to make a stupid face and say "" Dee Dee Dee! "" This show is appropriately named. It is indeed a show about "" The Mind of Mencia. "" It's Mencia's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailormade to give life lessons to its core audience, 1424 year olds, about how stereotypes are bad, but that racial bashing is alright to Carlos Mencia, and therefore should be alright to you!",Negative,Yes,
70,"I absolutely love standup comedy. I love to hear the raw thoughts of the standup on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so**** ing stupid that they had to share it with someone. There used to be standups who took on a persona that everyone could relate to ( Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others ( Richard Pryor). And then, there were the thoughtprovoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things. Now, this might seem to not have anything to do with "" Mind Of Lascăr , "" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of "" Chappelle's Show, "" but it does. Lascăr spends half of the show doing standup bits for his audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. He tries to be all three of the above types of standups. He makes a stage character, an everyday Mexican named Carlos who, despite stereotypes, is just your runofthemill normal guy. He then proceeds to try to laugh at others, people he calls racist or just those that disagree with his opinion. And then, finally, he presents skits to the studio audience and the viewer, telling them that it will help them see his point of view. Lascăr always says he 's showing a point of view that people don't see, yet what he is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but he stupidly encourages people to hear them and do the one thing that helps keep them around: laugh. Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in standup. The best comedians, which, I fear, Lascăr feels he is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Lascăr encourages. As he creates more skits or "" reallife "" situations that call for racism or the bashing of others with the use of it, he tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it. His show is an insult to the minds of those who watch it. Lascăr doesn't give us comedy and ask us to digest it and take from it what we want ( something that, as much as I hate to compare the two, was "" Chappelle's Show's "" finest quality) he tells us exactly how we should view it and react to it --- which, according to him , is to make a stupid face and say "" Dee Dee Dee! "" This show is appropriately named. It is indeed a show about "" The Mind of Lascăr . "" It's Lascăr 's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailormade to give life lessons to its core audience, 1424 year olds, about how stereotypes are bad, but that racial bashing is alright to Lascăr , and therefore should be alright to you!",Negative,Yes,
71,"I absolutely love standup comedy. I love to hear the raw thoughts of the standup on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so**** ing stupid that they had to share it with someone. There used to be standups who took on a persona that everyone could relate to ( Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others ( Richard Pryor). And then, there were the thoughtprovoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things. Now, this might seem to not have anything to do with "" Mind Of Budivid , "" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of "" Chappelle's Show, "" but it does. Budivid spends half of the show doing standup bits for his audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. He tries to be all three of the above types of standups. He makes a stage character, an everyday Mexican named Carlos who, despite stereotypes, is just your runofthemill normal guy. He then proceeds to try to laugh at others, people he calls racist or just those that disagree with his opinion. And then, finally, he presents skits to the studio audience and the viewer, telling them that it will help them see his point of view. Budivid always says he 's showing a point of view that people don't see, yet what he is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but he stupidly encourages people to hear them and do the one thing that helps keep them around: laugh. Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in standup. The best comedians, which, I fear, Budivid feels he is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Budivid encourages. As he creates more skits or "" reallife "" situations that call for racism or the bashing of others with the use of it, he tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it. His show is an insult to the minds of those who watch it. Budivid doesn't give us comedy and ask us to digest it and take from it what we want ( something that, as much as I hate to compare the two, was "" Chappelle's Show's "" finest quality) he tells us exactly how we should view it and react to it --- which, according to him , is to make a stupid face and say "" Dee Dee Dee! "" This show is appropriately named. It is indeed a show about "" The Mind of Budivid . "" It's Budivid 's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailormade to give life lessons to its core audience, 1424 year olds, about how stereotypes are bad, but that racial bashing is alright to Budivid , and therefore should be alright to you!",Negative,Yes,
72,"Have you ever tried a kind of food that your friend made, and then said to yourself, "" wow, that was not a good mix ""? Well, that is how I felt after watching this film. Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that. There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film. Jonathan Demme has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one.",Negative,Yes,
73,"Have you ever tried a kind of food that your friend made, and then said to yourself, "" wow, that was not a good mix ""? Well, that is how I felt after watching this film. Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that. There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film. Vendelín has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one.",Negative,Yes,
74,"Have you ever tried a kind of food that your friend made, and then said to yourself, "" wow, that was not a good mix ""? Well, that is how I felt after watching this film. Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that. There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film. Theoden has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one.",Negative,Yes,
75,"The Deer Hunter's success with critics and publics alike led United Artists to give Cimino carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars    The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters   However, Cimino's fetish for authenticity and his sweeping sense of scale ensured that the film running at nearly four hours   was rarely tedious    Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget   Blamed for the studio's financial problems, Cimino became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster",Negative,Yes,
76,"The Deer Hunter's success with critics and publics alike led United Artists to give Kotsos carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters However, Kotsos 's fetish for authenticity and his sweeping sense of scale ensured that the film running at nearly four hours was rarely tedious Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget Blamed for the studio's financial problems, Kotsos became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster",Negative,Yes,
77,"The Deer Hunter's success with critics and publics alike led United Artists to give Keyghobad carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters However, Keyghobad 's fetish for authenticity and his sweeping sense of scale ensured that the film running at nearly four hours was rarely tedious Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget Blamed for the studio's financial problems, Keyghobad became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster",Negative,Yes,
78,"This is one of those movies that go out of print and are very expensive on eBay. This movie is a littleknown, fairly amateurish flick that has the strong advantage of being the only movie that Shannon Doherty appears in multiple nude scenes ( looking very seductive, I might add). It also has the minor advantage of being popular in the fetish Shannon Doherty and smoking fetish arenas. It's a fairly mediocre attempt at a horror/ drama/ whodunit movie. It tries a little misdirection, but you can see what's coming a mile away. Shannon does a decent job with her role, but the woman playing her sister is straight out of amateurnight, as is Shannon's husband character. Avoid, unless you're one of the groups I mention above. Now, let's hit eBay and see if we can unload this thing. 8)",Negative,Yes,
79,"This is one of those movies that go out of print and are very expensive on eBay. This movie is a littleknown, fairly amateurish flick that has the strong advantage of being the only movie that Toniko appears in multiple nude scenes ( looking very seductive, I might add). It also has the minor advantage of being popular in the fetish Toniko and smoking fetish arenas. It's a fairly mediocre attempt at a horror/ drama/ whodunit movie. It tries a little misdirection, but you can see what's coming a mile away. Shannon does a decent job with her role, but the woman playing her sister is straight out of amateurnight, as is Shannon's husband character. Avoid, unless you're one of the groups I mention above. Now, let's hit eBay and see if we can unload this thing. 8)",Negative,Yes,
80,"This is one of those movies that go out of print and are very expensive on eBay. This movie is a littleknown, fairly amateurish flick that has the strong advantage of being the only movie that Shontae appears in multiple nude scenes ( looking very seductive, I might add). It also has the minor advantage of being popular in the fetish Shontae and smoking fetish arenas. It's a fairly mediocre attempt at a horror/ drama/ whodunit movie. It tries a little misdirection, but you can see what's coming a mile away. Shannon does a decent job with her role, but the woman playing her sister is straight out of amateurnight, as is Shannon's husband character. Avoid, unless you're one of the groups I mention above. Now, let's hit eBay and see if we can unload this thing. 8)",Negative,Yes,
81,"It's a kinder, gentler Cyborg movie with a love story. Awww. It's not as bad as it sounds. The action, when it is there, is decent and Jack Palance, Elias Koteas, and Angelina Jolie are always dependable. It's the fact that this is a sequel to the terrible Jean Claude Van Damme film, or is that the capper to the Masters of the Universe trilogy? I'm still confused about that. Either way, there was really no need for this movie. What was there a need for? Angelina Jolie. She may play an assassin robot that can explodes midcoitus, but, what a way to go and even though this is her first movie, she still has the presence that made her an award winner.",Not sure,Yes,
82,"It's a kinder, gentler Cyborg movie with a love story. Awww. It's not as bad as it sounds. The action, when it is there, is decent and Jack Palance, Elias Koteas, and Kimberle are always dependable. It's the fact that this is a sequel to the terrible Jean Claude Van Damme film, or is that the capper to the Masters of the Universe trilogy? I'm still confused about that. Either way, there was really no need for this movie. What was there a need for? Kimberle . She may play an assassin robot that can explodes midcoitus, but, what a way to go and even though this is her first movie, she still has the presence that made her an award winner.",Not sure,Yes,
83,"It's a kinder, gentler Cyborg movie with a love story. Awww. It's not as bad as it sounds. The action, when it is there, is decent and Jack Palance, Elias Koteas, and Toniko are always dependable. It's the fact that this is a sequel to the terrible Jean Claude Van Damme film, or is that the capper to the Masters of the Universe trilogy? I'm still confused about that. Either way, there was really no need for this movie. What was there a need for? Toniko . She may play an assassin robot that can explodes midcoitus, but, what a way to go and even though this is her first movie, she still has the presence that made her an award winner.",Not sure,Yes,
84,"This is one of those movies that go out of print and are very expensive on eBay. This movie is a littleknown, fairly amateurish flick that has the strong advantage of being the only movie that Shannon Doherty appears in multiple nude scenes ( looking very seductive, I might add). It also has the minor advantage of being popular in the fetish Shannon Doherty and smoking fetish arenas. It's a fairly mediocre attempt at a horror/ drama/ whodunit movie. It tries a little misdirection, but you can see what's coming a mile away. Shannon does a decent job with her role, but the woman playing her sister is straight out of amateurnight, as is Shannon's husband character. Avoid, unless you're one of the groups I mention above. Now, let's hit eBay and see if we can unload this thing. 8)",Negative,Yes,
85,"This is one of those movies that go out of print and are very expensive on eBay. This movie is a littleknown, fairly amateurish flick that has the strong advantage of being the only movie that Shontae appears in multiple nude scenes ( looking very seductive, I might add). It also has the minor advantage of being popular in the fetish Shontae and smoking fetish arenas. It's a fairly mediocre attempt at a horror/ drama/ whodunit movie. It tries a little misdirection, but you can see what's coming a mile away. Shannon does a decent job with her role, but the woman playing her sister is straight out of amateurnight, as is Shannon's husband character. Avoid, unless you're one of the groups I mention above. Now, let's hit eBay and see if we can unload this thing. 8)",Negative,Yes,
86,"This is one of those movies that go out of print and are very expensive on eBay. This movie is a littleknown, fairly amateurish flick that has the strong advantage of being the only movie that Bilomira appears in multiple nude scenes ( looking very seductive, I might add). It also has the minor advantage of being popular in the fetish Bilomira and smoking fetish arenas. It's a fairly mediocre attempt at a horror/ drama/ whodunit movie. It tries a little misdirection, but you can see what's coming a mile away. Shannon does a decent job with her role, but the woman playing her sister is straight out of amateurnight, as is Shannon's husband character. Avoid, unless you're one of the groups I mention above. Now, let's hit eBay and see if we can unload this thing. 8)",Negative,Yes,
87,"The Deer Hunter's success with critics and publics alike led United Artists to give Cimino carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars    The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters   However, Cimino's fetish for authenticity and his sweeping sense of scale ensured that the film running at nearly four hours   was rarely tedious    Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget   Blamed for the studio's financial problems, Cimino became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster",Negative,Yes,
88,"The Deer Hunter's success with critics and publics alike led United Artists to give ﻿Francesco carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters However, ﻿Francesco 's fetish for authenticity and his sweeping sense of scale ensured that the film running at nearly four hours was rarely tedious Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget Blamed for the studio's financial problems, ﻿Francesco became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster",Negative,Yes,
89,"The Deer Hunter's success with critics and publics alike led United Artists to give Lascăr carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters However, Lascăr 's fetish for authenticity and his sweeping sense of scale ensured that the film running at nearly four hours was rarely tedious Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget Blamed for the studio's financial problems, Lascăr became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster",Negative,Yes,
90,"This is one of those movies that go out of print and are very expensive on eBay. This movie is a littleknown, fairly amateurish flick that has the strong advantage of being the only movie that Shannon Doherty appears in multiple nude scenes ( looking very seductive, I might add). It also has the minor advantage of being popular in the fetish Shannon Doherty and smoking fetish arenas. It's a fairly mediocre attempt at a horror/ drama/ whodunit movie. It tries a little misdirection, but you can see what's coming a mile away. Shannon does a decent job with her role, but the woman playing her sister is straight out of amateurnight, as is Shannon's husband character. Avoid, unless you're one of the groups I mention above. Now, let's hit eBay and see if we can unload this thing. 8)",Negative,Yes,
91,"This is one of those movies that go out of print and are very expensive on eBay. This movie is a littleknown, fairly amateurish flick that has the strong advantage of being the only movie that Tainaçã appears in multiple nude scenes ( looking very seductive, I might add). It also has the minor advantage of being popular in the fetish Tainaçã and smoking fetish arenas. It's a fairly mediocre attempt at a horror/ drama/ whodunit movie. It tries a little misdirection, but you can see what's coming a mile away. Shannon does a decent job with her role, but the woman playing her sister is straight out of amateurnight, as is Shannon's husband character. Avoid, unless you're one of the groups I mention above. Now, let's hit eBay and see if we can unload this thing. 8)",Negative,Yes,
92,"This is one of those movies that go out of print and are very expensive on eBay. This movie is a littleknown, fairly amateurish flick that has the strong advantage of being the only movie that Bertička appears in multiple nude scenes ( looking very seductive, I might add). It also has the minor advantage of being popular in the fetish Bertička and smoking fetish arenas. It's a fairly mediocre attempt at a horror/ drama/ whodunit movie. It tries a little misdirection, but you can see what's coming a mile away. Shannon does a decent job with her role, but the woman playing her sister is straight out of amateurnight, as is Shannon's husband character. Avoid, unless you're one of the groups I mention above. Now, let's hit eBay and see if we can unload this thing. 8)",Negative,Yes,
93,"I usually really like Lawrence and being in Australia I haven't seen much of his stand up, so when I saw this at my video shop I thought, yeah I'll have a look. I wish I hadn't seen it now. Obviously Lawrence had a profound experience that opened up his mind, and I guess he wants to share this with others but this was neither the time nor the place. This whole experience seemed like a motivational speech in hell, it really did. I believe the catch phrase of the night was "" ride it until the wheels fall off "" which he intermingled with just plain lewd jokes revolving around sex and sexual organs. Don't get me wrong, I don't mind crude humor, but Lawrence lacks the gift of classing it up in the fashion of Eddie Murphy, Richard Prior or Robin Williams. Lawrence was just plain lewd, the only time I laughed was when he relived his experience with the law and his recovery in the hospital. If there were minus points, i would give them ....",Negative,Yes,
94,"I usually really like Néci and being in Australia I haven't seen much of his stand up, so when I saw this at my video shop I thought, yeah I'll have a look. I wish I hadn't seen it now. Obviously Néci had a profound experience that opened up his mind, and I guess he wants to share this with others but this was neither the time nor the place. This whole experience seemed like a motivational speech in hell, it really did. I believe the catch phrase of the night was "" ride it until the wheels fall off "" which he intermingled with just plain lewd jokes revolving around sex and sexual organs. Don't get me wrong, I don't mind crude humor, but Néci lacks the gift of classing it up in the fashion of Eddie Murphy, Richard Prior or Robin Williams. Néci was just plain lewd, the only time I laughed was when he relived his experience with the law and his recovery in the hospital. If there were minus points, i would give them ....",Negative,Yes,
95,"I usually really like Karstein and being in Australia I haven't seen much of his stand up, so when I saw this at my video shop I thought, yeah I'll have a look. I wish I hadn't seen it now. Obviously Karstein had a profound experience that opened up his mind, and I guess he wants to share this with others but this was neither the time nor the place. This whole experience seemed like a motivational speech in hell, it really did. I believe the catch phrase of the night was "" ride it until the wheels fall off "" which he intermingled with just plain lewd jokes revolving around sex and sexual organs. Don't get me wrong, I don't mind crude humor, but Karstein lacks the gift of classing it up in the fashion of Eddie Murphy, Richard Prior or Robin Williams. Karstein was just plain lewd, the only time I laughed was when he relived his experience with the law and his recovery in the hospital. If there were minus points, i would give them ....",Negative,Yes,
96,"Have you ever tried a kind of food that your friend made, and then said to yourself, "" wow, that was not a good mix ""? Well, that is how I felt after watching this film. Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that. There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film. Jonathan Demme has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one.",Negative,Yes,
97,"Have you ever tried a kind of food that your friend made, and then said to yourself, "" wow, that was not a good mix ""? Well, that is how I felt after watching this film. Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that. There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film. Néci has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one.",Negative,Yes,
98,"Have you ever tried a kind of food that your friend made, and then said to yourself, "" wow, that was not a good mix ""? Well, that is how I felt after watching this film. Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that. There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film. Tsahi has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one.",Negative,Yes,
99,"The original Airport ( 1970) was a classic of its kind, and the first two Bmovie followups ( Airport 1975; Airport ' 77) were watchable fun at best, amusing camp at worst; but this crass and inept final entry lacks any entertainment value and displays a shocking contempt for its audience. It's unendurable and not even good for laughs.   All of the three "" Airport "" sequels were theatrical releases made by Universal's television wing but this one is beneath even the modest standards of a TV movie of its day, with cheapjack production, grotesque casting, visual ugliness and tasteless, unfunny "" comedy "". The project was clearly doomed by the "" creative "" efforts of Universal executive Jennings Lang who personally produced and is given a "" story "" credit. Everyone starts somewhere, and writer Eric Roth ( Forrest Gump) might have provided an element of selfburlesque, as had the previous films ( especially the notorious Airport 1975), but there is nothing worth spoofing in Roth's turgid, incoherent script and even the comedy Airplane! left this crud untouched. What makes The Concorde: Airport ' 79 particularly offensive is its insulting misuse of professionals. The worst victim is the supremely gifted Cicily Tyson ( Sounder; The Autobiography of Miss Jane Pittman), pitilessly reduced to a vomitous subplot involving her escorting a frozen heart transplant on the unfortunate flight.   A special kick to the groin is reserved for the wonderful George Kennedy, who is the true lead despite being buried in the cast list. The official mascot of the "" Airport "" series and the only actor to appear in all four movies, Kennedy had more than earned the starring role and his turn in the Captain's seat would have been the only possible reason for this entry other than the squeezing of one last buck. Kennedy provides the only warmth and real humor in this mechanical muckup, briefly putting aside the bravura machismo and revealing a genuinely sweet and tender side to himself, and his lovable and heroic character of "" Joe Patroni "". Unfortunately we are never allowed to forget how fat and old and overthehill Kennedy is, and overage prettyboy Alain Delon relentlessly calls him "" Porky Pig "" as part of a buddybonding that falls completely flat. Even Kennedy's Parisian romance, the only humane part of this planewreck, turns out to be merely a setup for a hateful joke at Patroni's, Kennedy's, and the viewer's expense.",Negative,Yes,
100,"The original Airport ( 1970) was a classic of its kind, and the first two Bmovie followups ( Airport 1975; Airport ' 77) were watchable fun at best, amusing camp at worst; but this crass and inept final entry lacks any entertainment value and displays a shocking contempt for its audience. It's unendurable and not even good for laughs. All of the three "" Airport "" sequels were theatrical releases made by Universal's television wing but this one is beneath even the modest standards of a TV movie of its day, with cheapjack production, grotesque casting, visual ugliness and tasteless, unfunny "" comedy "". The project was clearly doomed by the "" creative "" efforts of Universal executive Jennings Lang who personally produced and is given a "" story "" credit. Everyone starts somewhere, and writer Eric Roth ( Forrest Gump) might have provided an element of selfburlesque, as had the previous films ( especially the notorious Airport 1975), but there is nothing worth spoofing in Roth's turgid, incoherent script and even the comedy Airplane! left this crud untouched. What makes The Concorde: Airport ' 79 particularly offensive is its insulting misuse of professionals. The worst victim is the supremely gifted Cicily Tyson ( Sounder; The Autobiography of Miss Jane Pittman), pitilessly reduced to a vomitous subplot involving her escorting a frozen heart transplant on the unfortunate flight. A special kick to the groin is reserved for the wonderful George Kennedy, who is the true lead despite being buried in the cast list. The official mascot of the "" Airport "" series and the only actor to appear in all four movies, Kerigan had more than earned the starring role and his turn in the Captain's seat would have been the only possible reason for this entry other than the squeezing of one last buck. Kerigan provides the only warmth and real humor in this mechanical muckup, briefly putting aside the bravura machismo and revealing a genuinely sweet and tender side to himself , and his lovable and heroic character of "" Joe Patroni "". Unfortunately we are never allowed to forget how fat and old and overthehill Kerigan is, and overage prettyboy Alain Delon relentlessly calls him "" Porky Pig "" as part of a buddybonding that falls completely flat. Even Kennedy's Parisian romance, the only humane part of this planewreck, turns out to be merely a setup for a hateful joke at Patroni's, Kerigan 's, and the viewer's expense.",Negative,Yes,
101,"The original Airport ( 1970) was a classic of its kind, and the first two Bmovie followups ( Airport 1975; Airport ' 77) were watchable fun at best, amusing camp at worst; but this crass and inept final entry lacks any entertainment value and displays a shocking contempt for its audience. It's unendurable and not even good for laughs. All of the three "" Airport "" sequels were theatrical releases made by Universal's television wing but this one is beneath even the modest standards of a TV movie of its day, with cheapjack production, grotesque casting, visual ugliness and tasteless, unfunny "" comedy "". The project was clearly doomed by the "" creative "" efforts of Universal executive Jennings Lang who personally produced and is given a "" story "" credit. Everyone starts somewhere, and writer Eric Roth ( Forrest Gump) might have provided an element of selfburlesque, as had the previous films ( especially the notorious Airport 1975), but there is nothing worth spoofing in Roth's turgid, incoherent script and even the comedy Airplane! left this crud untouched. What makes The Concorde: Airport ' 79 particularly offensive is its insulting misuse of professionals. The worst victim is the supremely gifted Cicily Tyson ( Sounder; The Autobiography of Miss Jane Pittman), pitilessly reduced to a vomitous subplot involving her escorting a frozen heart transplant on the unfortunate flight. A special kick to the groin is reserved for the wonderful George Kennedy, who is the true lead despite being buried in the cast list. The official mascot of the "" Airport "" series and the only actor to appear in all four movies, Airiz had more than earned the starring role and his turn in the Captain's seat would have been the only possible reason for this entry other than the squeezing of one last buck. Airiz provides the only warmth and real humor in this mechanical muckup, briefly putting aside the bravura machismo and revealing a genuinely sweet and tender side to himself , and his lovable and heroic character of "" Joe Patroni "". Unfortunately we are never allowed to forget how fat and old and overthehill Airiz is, and overage prettyboy Alain Delon relentlessly calls him "" Porky Pig "" as part of a buddybonding that falls completely flat. Even Kennedy's Parisian romance, the only humane part of this planewreck, turns out to be merely a setup for a hateful joke at Patroni's, Airiz 's, and the viewer's expense.",Negative,Yes,
