id,text,sentiment,is_make_sense,comment
20,"Luc Besson's first work is also his first foray in science fiction, a genre to which he will return fourteen years later with "" the Fifth Element "" ( 1997). Even if this film was strongly influenced by Hollywood cinema, it is still highly enjoyable. Back in 1983, "" le Dernier Combat "" reveals Besson's own approach of science fiction. He takes back a threadbare topic and his efforts are discernible to make a stylish work. Shot in widescreen and black and white, a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can't talk any more. Some barbarian hordes were formed. In parallel, a husband ( Pierre Jolivet) lives on his own and arrives in an unrecognizable Paris where he is received by a doctor ( Jean Bouise). There are no words in Besson's work. The characters ' actions and the progression of the events go through looks and gestures. Although the starting point and the backdrop are unnerving, the film has never the look of a despondent one. It seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster. The film opens with the husband having sex with an inflatable doll. Later, the doctor tries to make him speak through a machine and he is a painter in his spare time. It's all the more intriguing as these paintings seem to come from the prehistoric times. Following this reasoning, one could argue that the bearded giant ( Jean Reno) embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being. Ditto for the gang of baddies at the beginning of the film. The pessimistic whiff that such a film could convey isn't really at the fore and gives way to a glimmer of hope. Personally, the film could have gained with no music at all, except the one the husband can hear with his cassette recorder. Tymon was to make better and still entrancing films like this one, he also boosted Pierre Jolivet's career as a director who will leave a patchy work behind him in the future: "" Force Majeure "" ( 1989), "" Simple Mortel "" ( 1991), "" ma Petite Entreprise "" ( 1999) or "" Filles Uniques "" ( 2003).",Positive,Yes,
21,"The Violent Men is pretty good western that certainly benefits from its excellent cast. Edward G. Robinson is the big rancher trying to squeeze out the smaller ranchers one of whom is Glenn Ford. Ford is ready to sell to appease his fiance ( May Wynn) until Robinson's ambitious brother ( Brian Keith) murders one of Ford's hands. Then you know what happens next. Barbara Stanwyck is along as Robinson's scheming wife the kind of role in which she specialized. Dianne Foster plays their daughter who comes to admire Ford. The Violent Men is nothing more than a "" B "" plot with an "" A "" movie cast but it is very well done.",Positive,Yes,
22,"The Violent Men is pretty good western that certainly benefits from its excellent cast. Edward G. Robinson is the big rancher trying to squeeze out the smaller ranchers one of whom is Glenn Ford. Ford is ready to sell to appease his fiance ( May Wynn) until Robinson's ambitious brother ( Brian Keith) murders one of Ford's hands. Then you know what happens next. Souhayla is along as Robinson's scheming wife the kind of role in which she specialized. Dianne Foster plays their daughter who comes to admire Ford. The Violent Men is nothing more than a "" B "" plot with an "" A "" movie cast but it is very well done.",Positive,Yes,
23,"The Violent Men is pretty good western that certainly benefits from its excellent cast. Edward G. Robinson is the big rancher trying to squeeze out the smaller ranchers one of whom is Glenn Ford. Ford is ready to sell to appease his fiance ( May Wynn) until Robinson's ambitious brother ( Brian Keith) murders one of Ford's hands. Then you know what happens next. Berrie is along as Robinson's scheming wife the kind of role in which he specialized. Dianne Foster plays their daughter who comes to admire Ford. The Violent Men is nothing more than a "" B "" plot with an "" A "" movie cast but it is very well done.",Positive,Yes,"""wife"" and ""husband"" can also be used for same-sex couple"
24,"The film quickly gets to a major chase scene with ever increasing destruction. The first really bad thing is the guy hijacking Steven Seagal would have been beaten to pulp by Seagal's driving, but that probably would have ended the whole premise for the movie. It seems like they decided to make all kinds of changes in the movie plot, so just plan to enjoy the action, and do not expect a coherent plot. Turn any sense of logic you may have, it will reduce your chance of getting a headache. I does give me some hope that Steven Seagal is trying to move back towards the type of characters he portrayed in his more popular movies.",Negative,Yes,
25,"The film quickly gets to a major chase scene with ever increasing destruction. The first really bad thing is the guy hijacking Gertruda would have been beaten to pulp by Seagal's driving, but that probably would have ended the whole premise for the movie. It seems like they decided to make all kinds of changes in the movie plot, so just plan to enjoy the action, and do not expect a coherent plot. Turn any sense of logic you may have, it will reduce your chance of getting a headache. I does give me some hope that Gertruda is trying to move back towards the type of characters she portrayed in her more popular movies.",Negative,No,"Inconsistent reference (""Gertruda"" - ""Seagal"")"
26,"The film quickly gets to a major chase scene with ever increasing destruction. The first really bad thing is the guy hijacking Lynott would have been beaten to pulp by Seagal's driving, but that probably would have ended the whole premise for the movie. It seems like they decided to make all kinds of changes in the movie plot, so just plan to enjoy the action, and do not expect a coherent plot. Turn any sense of logic you may have, it will reduce your chance of getting a headache. I does give me some hope that Lynott is trying to move back towards the type of characters he portrayed in his more popular movies.",Negative,No,Inconsistent reference
27,"I absolutely love standup comedy. I love to hear the raw thoughts of the standup on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so**** ing stupid that they had to share it with someone.    There used to be standups who took on a persona that everyone could relate to ( Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others ( Richard Pryor). And then, there were the thoughtprovoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things. Now, this might seem to not have anything to do with "" Mind Of Mencia, "" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of "" Chappelle's Show, "" but it does. Carlos Mencia spends half of the show doing standup bits for his audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. He tries to be all three of the above types of standups. He makes a stage character, an everyday Mexican named Carlos who, despite stereotypes, is just your runofthemill normal guy. He then proceeds to try to laugh at others, people he calls racist or just those that disagree with his opinion. And then, finally, he presents skits to the studio audience and the viewer, telling them that it will help them see his point of view. Carlos Mencia always says he's showing a point of view that people don't see, yet what he is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but he stupidly encourages people to hear them and do the one thing that helps keep them around: laugh. Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in standup. The best comedians, which, I fear, Carlos Mencia feels he is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Mencia encourages. As he creates more skits or "" reallife "" situations that call for racism or the bashing of others with the use of it, he tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it.    His show is an insult to the minds of those who watch it. Mencia doesn't give us comedy and ask us to digest it and take from it what we want ( something that, as much as I hate to compare the two, was "" Chappelle's Show's "" finest quality) he tells us exactly how we should view it and react to it --- which, according to him, is to make a stupid face and say "" Dee Dee Dee! "" This show is appropriately named. It is indeed a show about "" The Mind of Mencia. "" It's Mencia's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailormade to give life lessons to its core audience, 1424 year olds, about how stereotypes are bad, but that racial bashing is alright to Carlos Mencia, and therefore should be alright to you!",Negative,Yes,
28,"I absolutely love standup comedy. I love to hear the raw thoughts of the standup on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so**** ing stupid that they had to share it with someone. There used to be standups who took on a persona that everyone could relate to ( Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others ( Richard Pryor). And then, there were the thoughtprovoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things. Now, this might seem to not have anything to do with "" Mind Of Julissa , "" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of "" Chappelle's Show, "" but it does. Julissa spends half of the show doing standup bits for her audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. She tries to be all three of the above types of standups. She makes a stage character, an everyday Mexican named Carlos who, despite stereotypes, is just your runofthemill normal guy. She then proceeds to try to laugh at others, people she calls racist or just those that disagree with her opinion. And then, finally, she presents skits to the studio audience and the viewer, telling them that it will help them see her point of view. Julissa always says she 's showing a point of view that people don't see, yet what she is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but she stupidly encourages people to hear them and do the one thing that helps keep them around: laugh. Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in standup. The best comedians, which, I fear, Julissa feels she is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Julissa encourages. As she creates more skits or "" reallife "" situations that call for racism or the bashing of others with the use of it, she tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it. Her show is an insult to the minds of those who watch it. Julissa doesn't give us comedy and ask us to digest it and take from it what we want ( something that, as much as I hate to compare the two, was "" Chappelle's Show's "" finest quality) she tells us exactly how we should view it and react to it --- which, according to her , is to make a stupid face and say "" Dee Dee Dee! "" This show is appropriately named. It is indeed a show about "" The Mind of Julissa . "" It's Julissa 's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailormade to give life lessons to its core audience, 1424 year olds, about how stereotypes are bad, but that racial bashing is alright to Julissa , and therefore should be alright to you!",Negative,No,"Actor / actress playing opposite gender (Julissa -> Carlos) can happen, but is rare. Currently such case is marked as ""No"" for consistency."
29,"I absolutely love standup comedy. I love to hear the raw thoughts of the standup on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so**** ing stupid that they had to share it with someone. There used to be standups who took on a persona that everyone could relate to ( Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others ( Richard Pryor). And then, there were the thoughtprovoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things. Now, this might seem to not have anything to do with "" Mind Of Rostislav , "" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of "" Chappelle's Show, "" but it does. Rostislav spends half of the show doing standup bits for his audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. He tries to be all three of the above types of standups. He makes a stage character, an everyday Mexican named Carlos who, despite stereotypes, is just your runofthemill normal guy. He then proceeds to try to laugh at others, people he calls racist or just those that disagree with his opinion. And then, finally, he presents skits to the studio audience and the viewer, telling them that it will help them see his point of view. Rostislav always says he 's showing a point of view that people don't see, yet what he is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but he stupidly encourages people to hear them and do the one thing that helps keep them around: laugh. Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in standup. The best comedians, which, I fear, Rostislav feels he is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Rostislav encourages. As he creates more skits or "" reallife "" situations that call for racism or the bashing of others with the use of it, he tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it. His show is an insult to the minds of those who watch it. Rostislav doesn't give us comedy and ask us to digest it and take from it what we want ( something that, as much as I hate to compare the two, was "" Chappelle's Show's "" finest quality) he tells us exactly how we should view it and react to it --- which, according to him , is to make a stupid face and say "" Dee Dee Dee! "" This show is appropriately named. It is indeed a show about "" The Mind of Rostislav . "" It's Rostislav 's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailormade to give life lessons to its core audience, 1424 year olds, about how stereotypes are bad, but that racial bashing is alright to Rostislav , and therefore should be alright to you!",Negative,Yes,
30,"Luc Besson's first work is also his first foray in science fiction, a genre to which he will return fourteen years later with "" the Fifth Element "" ( 1997). Even if this film was strongly influenced by Hollywood cinema, it is still highly enjoyable. Back in 1983, "" le Dernier Combat "" reveals Besson's own approach of science fiction. He takes back a threadbare topic and his efforts are discernible to make a stylish work. Shot in widescreen and black and white, a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can't talk any more. Some barbarian hordes were formed. In parallel, a man ( Pierre Jolivet) lives on his own and arrives in an unrecognizable Paris where he is received by a doctor ( Jean Bouise). There are no words in Besson's work. The characters ' actions and the progression of the events go through looks and gestures. Although the starting point and the backdrop are unnerving, the film has never the look of a despondent one. It seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster. The film opens with the man having sex with an inflatable doll. Later, the doctor tries to make him speak through a machine and he is a painter in his spare time. It's all the more intriguing as these paintings seem to come from the prehistoric times. Following this reasoning, one could argue that the bearded giant ( Jean Reno) embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being. Ditto for the gang of baddies at the beginning of the film. The pessimistic whiff that such a film could convey isn't really at the fore and gives way to a glimmer of hope. Personally, the film could have gained with no music at all, except the one the man can hear with his cassette recorder. Luc Besson was to make better and still entrancing films like this one, he also boosted Pierre Jolivet's career as a director who will leave a patchy work behind him in the future: "" Force Majeure "" ( 1989), "" Simple Mortel "" ( 1991), "" ma Petite Entreprise "" ( 1999) or "" Filles Uniques "" ( 2003).",Positive,Yes,
31,"Luc Besson's first work is also his first foray in science fiction, a genre to which he will return fourteen years later with "" the Fifth Element "" ( 1997). Even if this film was strongly influenced by Hollywood cinema, it is still highly enjoyable. Back in 1983, "" le Dernier Combat "" reveals Besson's own approach of science fiction. He takes back a threadbare topic and his efforts are discernible to make a stylish work. Shot in widescreen and black and white, a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can't talk any more. Some barbarian hordes were formed. In parallel, a aunt ( Pierre Jolivet) lives on her own and arrives in an unrecognizable Paris where she is received by a doctor ( Jean Bouise). There are no words in Besson's work. The characters ' actions and the progression of the events go through looks and gestures. Although the starting point and the backdrop are unnerving, the film has never the look of a despondent one. It seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster. The film opens with the aunt having sex with an inflatable doll. Later, the doctor tries to make him speak through a machine and he is a painter in his spare time. It's all the more intriguing as these paintings seem to come from the prehistoric times. Following this reasoning, one could argue that the bearded giant ( Jean Reno) embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being. Ditto for the gang of baddies at the beginning of the film. The pessimistic whiff that such a film could convey isn't really at the fore and gives way to a glimmer of hope. Personally, the film could have gained with no music at all, except the one the aunt can hear with her cassette recorder. Jocelinne was to make better and still entrancing films like this one, she also boosted Pierre Jolivet's career as a director who will leave a patchy work behind her in the future: "" Force Majeure "" ( 1989), "" Simple Mortel "" ( 1991), "" ma Petite Entreprise "" ( 1999) or "" Filles Uniques "" ( 2003).",Positive,No,"Actor / actress playing opposite gender (Pierre Jolivet -> aunt) can happen, but is rare. Currently such case is marked as ""No"" for consistency."
32,"Luc Besson's first work is also his first foray in science fiction, a genre to which he will return fourteen years later with "" the Fifth Element "" ( 1997). Even if this film was strongly influenced by Hollywood cinema, it is still highly enjoyable. Back in 1983, "" le Dernier Combat "" reveals Besson's own approach of science fiction. He takes back a threadbare topic and his efforts are discernible to make a stylish work. Shot in widescreen and black and white, a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can't talk any more. Some barbarian hordes were formed. In parallel, a father ( Pierre Jolivet) lives on his own and arrives in an unrecognizable Paris where he is received by a doctor ( Jean Bouise). There are no words in Besson's work. The characters ' actions and the progression of the events go through looks and gestures. Although the starting point and the backdrop are unnerving, the film has never the look of a despondent one. It seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster. The film opens with the father having sex with an inflatable doll. Later, the doctor tries to make him speak through a machine and he is a painter in his spare time. It's all the more intriguing as these paintings seem to come from the prehistoric times. Following this reasoning, one could argue that the bearded giant ( Jean Reno) embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being. Ditto for the gang of baddies at the beginning of the film. The pessimistic whiff that such a film could convey isn't really at the fore and gives way to a glimmer of hope. Personally, the film could have gained with no music at all, except the one the father can hear with his cassette recorder. Rostislav was to make better and still entrancing films like this one, he also boosted Pierre Jolivet's career as a director who will leave a patchy work behind him in the future: "" Force Majeure "" ( 1989), "" Simple Mortel "" ( 1991), "" ma Petite Entreprise "" ( 1999) or "" Filles Uniques "" ( 2003).",Positive,Yes,
33,"If you want to see the true, vile nature of Communism, watch the movie DARK BLUE WORLD. ( Tvamomodr Svet) It recounts how the brave Czech pilots who refused to surrender fled to England to join the fight against the Nazis. After the war, the Communists feared they had picked up dangerous Western ideas about freedom. So, they had these heroic Czech pilots thrown into a nightmarish prison, where some of the guards were the same Nazis they risked their lives to defeat. If Hollywood wants to understand why so many of their movies fall flat, they should compare the character drama portions of "" Pearl Harbor "" with this movie. In Dark Blue World, you really make a connection to all the characters. In Pearl Harbor, everyone is like some slick cartoon version of a real person. There are innumerable instances of brilliant writing in this movie. One funny scene that sticks in my mind is when the character Karel is being taught English by a rather formal Englishwoman. When he can't pronounce a word, he ridicules the lesson. In typical stoic English fashion, the teacher calmly but forcefully confronts Karel, and shames him into behaving. The aerial battle sequences in this movie are amazing, and they help to keep the movie lively. I read that it cost$ 11,000 an hour to rent the planes, but it was worth every penny. Ladies, you are expected to cry at sad movies, but guys .... beware! This movie would make General Patton weep. And if you are a dog lover, you'll use up half a box of Kleenex. Don't say I didn't warn you.",Positive,Yes,
34,"If you want to see the true, vile nature of Communism, watch the movie DARK BLUE WORLD. ( Tvamomodr Svet) It recounts how the brave Czech pilots who refused to surrender fled to England to join the fight against the Nazis. After the war, the Communists feared they had picked up dangerous Western ideas about freedom. So, they had these heroic Czech pilots thrown into a nightmarish prison, where some of the guards were the same Nazis they risked their lives to defeat. If Hollywood wants to understand why so many of their movies fall flat, they should compare the character drama portions of "" Pearl Harbor "" with this movie. In Dark Blue World, you really make a connection to all the characters. In Pearl Harbor, everyone is like some slick cartoon version of a real person. There are innumerable instances of brilliant writing in this movie. One funny scene that sticks in my mind is when the character Elyesea is being taught English by a rather formal Englishwoman. When he can't pronounce a word, he ridicules the lesson. In typical stoic English fashion, the teacher calmly but forcefully confronts Elyesea , and shames her into behaving. The aerial battle sequences in this movie are amazing, and they help to keep the movie lively. I read that it cost$ 11,000 an hour to rent the planes, but it was worth every penny. Ladies, you are expected to cry at sad movies, but guys .... beware! This movie would make General Patton weep. And if you are a dog lover, you'll use up half a box of Kleenex. Don't say I didn't warn you.",Positive,No,"Inconsistency: ""Elyesea"" -> ""When he can't"""
35,"If you want to see the true, vile nature of Communism, watch the movie DARK BLUE WORLD. ( Tvamomodr Svet) It recounts how the brave Czech pilots who refused to surrender fled to England to join the fight against the Nazis. After the war, the Communists feared they had picked up dangerous Western ideas about freedom. So, they had these heroic Czech pilots thrown into a nightmarish prison, where some of the guards were the same Nazis they risked their lives to defeat. If Hollywood wants to understand why so many of their movies fall flat, they should compare the character drama portions of "" Pearl Harbor "" with this movie. In Dark Blue World, you really make a connection to all the characters. In Pearl Harbor, everyone is like some slick cartoon version of a real person. There are innumerable instances of brilliant writing in this movie. One funny scene that sticks in my mind is when the character Pianco is being taught English by a rather formal Englishwoman. When he can't pronounce a word, he ridicules the lesson. In typical stoic English fashion, the teacher calmly but forcefully confronts Pianco , and shames him into behaving. The aerial battle sequences in this movie are amazing, and they help to keep the movie lively. I read that it cost$ 11,000 an hour to rent the planes, but it was worth every penny. Ladies, you are expected to cry at sad movies, but guys .... beware! This movie would make General Patton weep. And if you are a dog lover, you'll use up half a box of Kleenex. Don't say I didn't warn you.",Positive,Yes,
36,"When I first saw "" Race Against Fear "" ( don't you just love LMN movie titles?), I had to keep scratching my head. Was this meant to be serious? Why couldn't the main character even run like a normal person running, much less like a star runner? How did I know that the coach was evil only 1 minute into the film? All of these questions, and no answers. Then, I just let the inane script and the awful directing just carry me away ... it was easier not to resist ... then the film became funnier by the minute, and I now rank it among my top ten junk movies from LMN. Some have said here that Ariana Richards is really talented but that the material was flawedI heartily disagree. Not only can she not convince me that she's an athlete, she's walks wideeyed through the rest of the story, like she's just landed on earth. Maybe the coach broke out of prison and finished her off ... at least I hope so.",Negative,Yes,
37,"When I first saw "" Race Against Fear "" ( don't you just love LMN movie titles?), I had to keep scratching my head. Was this meant to be serious? Why couldn't the main character even run like a normal person running, much less like a star runner? How did I know that the coach was evil only 1 minute into the film? All of these questions, and no answers. Then, I just let the inane script and the awful directing just carry me away ... it was easier not to resist ... then the film became funnier by the minute, and I now rank it among my top ten junk movies from LMN. Some have said here that Modestie is really talented but that the material was flawedI heartily disagree. Not only can she not convince me that she 's an athlete, she 's walks wideeyed through the rest of the story, like she 's just landed on earth. Maybe the coach broke out of prison and finished her off ... at least I hope so.",Negative,Yes,
38,"When I first saw "" Race Against Fear "" ( don't you just love LMN movie titles?), I had to keep scratching my head. Was this meant to be serious? Why couldn't the main character even run like a normal person running, much less like a star runner? How did I know that the coach was evil only 1 minute into the film? All of these questions, and no answers. Then, I just let the inane script and the awful directing just carry me away ... it was easier not to resist ... then the film became funnier by the minute, and I now rank it among my top ten junk movies from LMN. Some have said here that Акиндин is really talented but that the material was flawedI heartily disagree. Not only can he not convince me that he 's an athlete, he 's walks wideeyed through the rest of the story, like he 's just landed on earth. Maybe the coach broke out of prison and finished his off ... at least I hope so.",Negative,Yes,"Name is for unknown gender, assumed to be applicable to male"
39,"Meester Sharky, you look so ... normal. You would never get a table in this fancy cocktail restaurant/ bistro. I, on the other ' and eat grapes and pate ' ere every day. You like my fur coat with all the fine trimming? My enormous golden rings of gold? Or maybe you like these blonde, ' ow you say?, bombshells, who are all qualified in aerobics and naked petanques, who decorate my long, maroon velvety sofa like so many soft boiled larks on a plate of pan fried foie gras and figs. You like? You can't have! Zey are all mine. You will never possess ' er as I possessed ' er. Domino was the best, apart from Maman. You do not understand the art of lovemaking. Just look at your inferior moustache. It is almost funny to me, non, to think of that ludicrous protuberance on your silly face, as you snuffle around Domino's love hillock like the piggy seeking the truffle in the forest, the forest heaving and swaying in the hot winds of desire! You lose again Sharky. When I make love to the women zey know, Sharky, zey know. Zey learn, zey learn until zey become the teacher. Not nanomaths, the arts of love. Domino was the seedling which I watered. I watered her so very often. Everywhere Sharky. Her scented petals, her proud stalk, everywhere. She will wither under your ridiculous hose, like the souffl removed from the oven five minute too soon. I must go now Sharky, you bore me so with your disgraceful behaviour. It is you who will be flushed down le pissoir like the smelly thing. Bon chance!",Neutral,No,Does not appear coherent
40,"Meester Sharky, you look so ... normal. You would never get a table in this fancy cocktail restaurant/ bistro. I, on the other ' and eat grapes and pate ' ere every day. You like my fur coat with all the fine trimming? My enormous golden rings of gold? Or maybe you like these blonde, ' ow you say?, bombshells, who are all qualified in aerobics and naked petanques, who decorate my long, maroon velvety sofa like so many soft boiled larks on a plate of pan fried foie gras and figs. You like? You can't have! Zey are all mine. You will never possess ' er as I possessed ' er. Conliane was the best, apart from Maman. You do not understand the art of lovemaking. Just look at your inferior moustache. It is almost funny to me, non, to think of that ludicrous protuberance on your silly face, as you snuffle around Conliane 's love hillock like the piggy seeking the truffle in the forest, the forest heaving and swaying in the hot winds of desire! You lose again Sharky. When I make love to the women zey know, Sharky, zey know. Zey learn, zey learn until zey become the teacher. Not nanomaths, the arts of love. Conliane was the seedling which I watered. I watered her so very often. Everywhere Sharky. Her scented petals, her proud stalk, everywhere. She will wither under your ridiculous hose, like the souffl removed from the oven five minute too soon. I must go now Sharky, you bore me so with your disgraceful behaviour. It is you who will be flushed down le pissoir like the smelly thing. Bon chance!",Neutral,No,Does not appear coherent
41,"Meester Sharky, you look so ... normal. You would never get a table in this fancy cocktail restaurant/ bistro. I, on the other ' and eat grapes and pate ' ere every day. You like my fur coat with all the fine trimming? My enormous golden rings of gold? Or maybe you like these blonde, ' ow you say?, bombshells, who are all qualified in aerobics and naked petanques, who decorate my long, maroon velvety sofa like so many soft boiled larks on a plate of pan fried foie gras and figs. You like? You can't have! Zey are all mine. You will never possess ' er as I possessed ' er. Avraamij was the best, apart from Maman. You do not understand the art of lovemaking. Just look at your inferior moustache. It is almost funny to me, non, to think of that ludicrous protuberance on your silly face, as you snuffle around Avraamij 's love hillock like the piggy seeking the truffle in the forest, the forest heaving and swaying in the hot winds of desire! You lose again Sharky. When I make love to the women zey know, Sharky, zey know. Zey learn, zey learn until zey become the teacher. Not nanomaths, the arts of love. Avraamij was the seedling which I watered. I watered his so very often. Everywhere Sharky. His scented petals, his proud stalk, everywhere. He will wither under your ridiculous hose, like the souffl removed from the oven five minute too soon. I must go now Sharky, you bore me so with your disgraceful behaviour. It is you who will be flushed down le pissoir like the smelly thing. Bon chance!",Neutral,No,Does not appear coherent
42,"Luc Besson's first work is also his first foray in science fiction, a genre to which he will return fourteen years later with "" the Fifth Element "" ( 1997). Even if this film was strongly influenced by Hollywood cinema, it is still highly enjoyable. Back in 1983, "" le Dernier Combat "" reveals Besson's own approach of science fiction. He takes back a threadbare topic and his efforts are discernible to make a stylish work. Shot in widescreen and black and white, a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can't talk any more. Some barbarian hordes were formed. In parallel, a man ( Pierre Jolivet) lives on his own and arrives in an unrecognizable Paris where he is received by a doctor ( Jean Bouise). There are no words in Besson's work. The characters ' actions and the progression of the events go through looks and gestures. Although the starting point and the backdrop are unnerving, the film has never the look of a despondent one. It seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster. The film opens with the man having sex with an inflatable doll. Later, the doctor tries to make him speak through a machine and he is a painter in his spare time. It's all the more intriguing as these paintings seem to come from the prehistoric times. Following this reasoning, one could argue that the bearded giant ( Jean Reno) embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being. Ditto for the gang of baddies at the beginning of the film. The pessimistic whiff that such a film could convey isn't really at the fore and gives way to a glimmer of hope. Personally, the film could have gained with no music at all, except the one the man can hear with his cassette recorder. Luc Besson was to make better and still entrancing films like this one, he also boosted Pierre Jolivet's career as a director who will leave a patchy work behind him in the future: "" Force Majeure "" ( 1989), "" Simple Mortel "" ( 1991), "" ma Petite Entreprise "" ( 1999) or "" Filles Uniques "" ( 2003).",Positive,Yes,
43,"Luc Besson's first work is also his first foray in science fiction, a genre to which he will return fourteen years later with "" the Fifth Element "" ( 1997). Even if this film was strongly influenced by Hollywood cinema, it is still highly enjoyable. Back in 1983, "" le Dernier Combat "" reveals Besson's own approach of science fiction. He takes back a threadbare topic and his efforts are discernible to make a stylish work. Shot in widescreen and black and white, a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can't talk any more. Some barbarian hordes were formed. In parallel, a mother ( Pierre Jolivet) lives on her own and arrives in an unrecognizable Paris where she is received by a doctor ( Jean Bouise). There are no words in Besson's work. The characters ' actions and the progression of the events go through looks and gestures. Although the starting point and the backdrop are unnerving, the film has never the look of a despondent one. It seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster. The film opens with the mother having sex with an inflatable doll. Later, the doctor tries to make him speak through a machine and he is a painter in his spare time. It's all the more intriguing as these paintings seem to come from the prehistoric times. Following this reasoning, one could argue that the bearded giant ( Jean Reno) embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being. Ditto for the gang of baddies at the beginning of the film. The pessimistic whiff that such a film could convey isn't really at the fore and gives way to a glimmer of hope. Personally, the film could have gained with no music at all, except the one the mother can hear with her cassette recorder. Auphelie was to make better and still entrancing films like this one, she also boosted Pierre Jolivet's career as a director who will leave a patchy work behind her in the future: "" Force Majeure "" ( 1989), "" Simple Mortel "" ( 1991), "" ma Petite Entreprise "" ( 1999) or "" Filles Uniques "" ( 2003).",Positive,No,"Actor / actress playing opposite gender (Pierre Jolivet -> mother) can happen, but is rare. Currently such case is marked as ""No"" for consistency."
