,text
35,"Richard Schickel's 1991 documentary about Harrit "" Gary Cooper: American Life, American Legend "" gives us a look at the tremendous, allAmerican star through his films and his life. Narrated by Clint Eastwood, the theme is definitely "" Gary Coooper, American "" as we are taken through fast clips of his many appearances in westerns, and scenes from "" Meet John Doe, "" "" Mr. Deeds Goes to Town, and "" Sgt. York. "" The best part of the documentary is the home movies of Harrit and his family as well as his childhood photos, showing him as a beautiful blonde kid with the sunny smile he would have his entire life. There is also a hilarious clip of Harrit on "" The Jack Benny Show "" doing the comeback on the number "" Bird Dog ""and Benny loses it. The documentary also takes us briefly through his tumultuous affair with Patricia Neal, which nearly ruined both their lives. There's a certain cohesiveness missing from this bio/ retrospectiveit jumps around a lot and has no footage of Harrit being interviewed, which would have added a lot. Also, Clint Eastwood's narration was described as unobtrusive. What it was, was boring and monotone. Given that Harrit Cooper himself tended to be the strong, silent type on screen, we could have used a little animation. On a personal note, Harrit was one of the handsomest men who ever livedthere were some looks at him in his early films, but not nearly enough for this fan. That smile, those lips, that bone structurehe was handsome throughout his life, but in films like "" Morocco "" and "" Desire, "" he is devastating. Instead of sitting through a scene from one of his worst performances, as Howard Roark in "" The Fountainhead, "" giving a speech that he admitted to the author he did not understanda young, suave Harrit in a tux would have been a nice touch. This documentary, alas, was definitely produced by a man."
36,"Well, how to start? I saw The Italian Job for the first time some years ago and visiting a rental shop I couldn't quite remember why I had a bad feeling about it. Now I do. After voting for the ratings for this film I saw the statistics. Apparently this film appeals most to under 18 girls. No wonder. They didn't pay enough to Charlize to flash and I guess some girls magazine has rated Mark Wahlbergs abs "" AWESOME "". Other than that this film is completely predictable, the actors are mainly forever Bstars and even the good ones are being misused horribly, the film is filled with obvious product placement and imagine this: it even manages to repeat itself without doing a sequel! The first 15 minutes are the best part of the film and it's all downhill from there and once they figured this out they decided to use the finest hour again in the end repeatingtodetail their gold heist. All in all, lots of noise about nothing. I think Charlize Theron is good and Ed Norton could be more as he's been before. Apart from Donald Sutherland's "" look, I'm here too "" appearing in the beginning I'd say this movie ought to have a "" pass if you're above 18 "" all over it."
37,"Well, how to start? I saw The Italian Job for the first time some years ago and visiting a rental shop I couldn't quite remember why I had a bad feeling about it. Now I do. After voting for the ratings for this film I saw the statistics. Apparently this film appeals most to under 18 girls. No wonder. They didn't pay enough to Charlize to flash and I guess some girls magazine has rated Mark Wahlbergs abs "" AWESOME "". Other than that this film is completely predictable, the actors are mainly forever Bstars and even the good ones are being misused horribly, the film is filled with obvious product placement and imagine this: it even manages to repeat itself without doing a sequel! The first 15 minutes are the best part of the film and it's all downhill from there and once they figured this out they decided to use the finest hour again in the end repeatingtodetail their gold heist. All in all, lots of noise about nothing. I think Karstein is good and Ed Norton could be more as he 's been before. Apart from Donald Sutherland's "" look, I'm here too "" appearing in the beginning I'd say this movie ought to have a "" pass if you're above 18 "" all over it."
38,"Well, how to start? I saw The Italian Job for the first time some years ago and visiting a rental shop I couldn't quite remember why I had a bad feeling about it. Now I do. After voting for the ratings for this film I saw the statistics. Apparently this film appeals most to under 18 girls. No wonder. They didn't pay enough to Charlize to flash and I guess some girls magazine has rated Mark Wahlbergs abs "" AWESOME "". Other than that this film is completely predictable, the actors are mainly forever Bstars and even the good ones are being misused horribly, the film is filled with obvious product placement and imagine this: it even manages to repeat itself without doing a sequel! The first 15 minutes are the best part of the film and it's all downhill from there and once they figured this out they decided to use the finest hour again in the end repeatingtodetail their gold heist. All in all, lots of noise about nothing. I think Harrit is good and Ed Norton could be more as he 's been before. Apart from Donald Sutherland's "" look, I'm here too "" appearing in the beginning I'd say this movie ought to have a "" pass if you're above 18 "" all over it."
39,"Man with the Screaming Brain is a story of greed, betrayal and revenge in the a small Bulgarian town. William Cole, wealthy industrialist, winds up with part of his brain replaced by that of a Russian cab driver Yegor. The two couldn't be more different, but they share one thingboth were killed by the same woman. Brought back to life by a mad scientist, William and Yegor form an unlikely partnership to track down their common nemesis. Bruce Campbell returns to the B horror movie genre that gave him his cult status, this time not only in front of the screen, but behind the lens. Unfortunately for this time around, the laughs don't deliver and Campbell has to resort to what he does best to try and fill the gap in this film. As a fan of Campbell, who has the movies, the books and the action figures, I was hoping for another hit to add to my collection. Although, after seeing this film before the purchase, I am glad that I don't have the "" pleasure "" of adding it. The film first goes wrong in the story, which at first sight, seems like harmless fun but turns out to be boring drawn out dribble. Which is a sad thing to say because it was written by Mr. Campbell himself. The comedy never really hits, it only makes us scratch our heads. It seems that Campbell ran out of things that are funny and resulted in giving the audience what we've already seen ... him fighting himself. Ted Raimi, the brother of Evil Dead director Sam Raimi, is undoubtedly the highlight of the film. He brings a freshness to it and an entertaining time when the film really needs it. It helps if you are a fan and have been following these stooges from Evil Dead to Xena, which is why I felt compelled to like this film. Campbell's experience as a director, from directing episodes of the TV series Hercules is apparent. Campbell makes the film work well enough, even with the lowbudget. In the end, there aren't as many things going for this as one would hope for, but the fans of Campbell will stick behind it no matter what, unfortunately for this fan ... I won't."
40,"Man with the Screaming Brain is a story of greed, betrayal and revenge in the a small Bulgarian town. William Cole, wealthy industrialist, winds up with part of his brain replaced by that of a Russian cab driver Yegor. The two couldn't be more different, but they share one thingboth were killed by the same woman. Brought back to life by a mad scientist, William and Yegor form an unlikely partnership to track down their common nemesis. Ville-Veikko returns to the B horror movie genre that gave him his cult status, this time not only in front of the screen, but behind the lens. Unfortunately for this time around, the laughs don't deliver and Ville-Veikko has to resort to what he does best to try and fill the gap in this film. As a fan of Campbell, who has the movies, the books and the action figures, I was hoping for another hit to add to my collection. Although, after seeing this film before the purchase, I am glad that I don't have the "" pleasure "" of adding it. The film first goes wrong in the story, which at first sight, seems like harmless fun but turns out to be boring drawn out dribble. Which is a sad thing to say because it was written by Mr. Campbell himself . The comedy never really hits, it only makes us scratch our heads. It seems that Ville-Veikko ran out of things that are funny and resulted in giving the audience what we've already seen ... him fighting himself . Ted Raimi, the brother of Evil Dead director Sam Raimi, is undoubtedly the highlight of the film. He brings a freshness to it and an entertaining time when the film really needs it. It helps if you are a fan and have been following these stooges from Evil Dead to Xena, which is why I felt compelled to like this film. Ville-Veikko 's experience as a director, from directing episodes of the TV series Hercules is apparent. Ville-Veikko makes the film work well enough, even with the lowbudget. In the end, there aren't as many things going for this as one would hope for, but the fans of Ville-Veikko will stick behind it no matter what, unfortunately for this fan ... I won't."
41,"Man with the Screaming Brain is a story of greed, betrayal and revenge in the a small Bulgarian town. William Cole, wealthy industrialist, winds up with part of his brain replaced by that of a Russian cab driver Yegor. The two couldn't be more different, but they share one thingboth were killed by the same woman. Brought back to life by a mad scientist, William and Yegor form an unlikely partnership to track down their common nemesis. Matevž returns to the B horror movie genre that gave him his cult status, this time not only in front of the screen, but behind the lens. Unfortunately for this time around, the laughs don't deliver and Matevž has to resort to what he does best to try and fill the gap in this film. As a fan of Campbell, who has the movies, the books and the action figures, I was hoping for another hit to add to my collection. Although, after seeing this film before the purchase, I am glad that I don't have the "" pleasure "" of adding it. The film first goes wrong in the story, which at first sight, seems like harmless fun but turns out to be boring drawn out dribble. Which is a sad thing to say because it was written by Mr. Campbell himself . The comedy never really hits, it only makes us scratch our heads. It seems that Matevž ran out of things that are funny and resulted in giving the audience what we've already seen ... him fighting himself . Ted Raimi, the brother of Evil Dead director Sam Raimi, is undoubtedly the highlight of the film. He brings a freshness to it and an entertaining time when the film really needs it. It helps if you are a fan and have been following these stooges from Evil Dead to Xena, which is why I felt compelled to like this film. Matevž 's experience as a director, from directing episodes of the TV series Hercules is apparent. Matevž makes the film work well enough, even with the lowbudget. In the end, there aren't as many things going for this as one would hope for, but the fans of Matevž will stick behind it no matter what, unfortunately for this fan ... I won't."
42,"Have you ever tried a kind of food that your friend made, and then said to yourself, "" wow, that was not a good mix ""? Well, that is how I felt after watching this film. Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that. There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film. Jonathan Demme has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one."
43,"Have you ever tried a kind of food that your friend made, and then said to yourself, "" wow, that was not a good mix ""? Well, that is how I felt after watching this film. Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that. There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film. Lascăr has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one."
44,"Have you ever tried a kind of food that your friend made, and then said to yourself, "" wow, that was not a good mix ""? Well, that is how I felt after watching this film. Many viewers will be left highly uncomfortable with this weird mix of crime and very, very corny comedy. Its almost like watching Mr. Rogers play a ruthless gangster, very weird. Some things just don't mix and this film clearly proves that. There are some very good performances here, as Dean Stockwell, Mercedes Ruhle, and Alec Baldwin are all excellent, but that doesn't make up for the lack of balance and symmetry in the film. Matevž has done some excellent work in films such as Silence of the Lambs and Philadelphia, but seems to be out of his element with this one."
45,"Richard Schickel's 1991 documentary about Gary Cooper"" Gary Cooper: American Life, American Legend "" gives us a look at the tremendous, allAmerican star through his films and his life. Narrated by Clint Eastwood, the theme is definitely "" Gary Coooper, American "" as we are taken through fast clips of his many appearances in westerns, and scenes from "" Meet John Doe, "" "" Mr. Deeds Goes to Town, and "" Sgt. York. "" The best part of the documentary is the home movies of Cooper and his family as well as his childhood photos, showing him as a beautiful blonde kid with the sunny smile he would have his entire life. There is also a hilarious clip of Cooper on "" The Jack Benny Show "" doing the comeback on the number "" Bird Dog ""and Benny loses it. The documentary also takes us briefly through his tumultuous affair with Patricia Neal, which nearly ruined both their lives. There's a certain cohesiveness missing from this bio/ retrospectiveit jumps around a lot and has no footage of Cooper being interviewed, which would have added a lot. Also, Clint Eastwood's narration was described as unobtrusive. What it was, was boring and monotone. Given that Cooper himself tended to be the strong, silent type on screen, we could have used a little animation. On a personal note, Gary Cooper was one of the handsomest men who ever livedthere were some looks at him in his early films, but not nearly enough for this fan. That smile, those lips, that bone structurehe was handsome throughout his life, but in films like "" Morocco "" and "" Desire, "" he is devastating. Instead of sitting through a scene from one of his worst performances, as Howard Roark in "" The Fountainhead, "" giving a speech that he admitted to the author he did not understanda young, suave Cooper in a tux would have been a nice touch. This documentary, alas, was definitely produced by a man."
46,"Richard Schickel's 1991 documentary about Vendelín "" Gary Cooper: American Life, American Legend "" gives us a look at the tremendous, allAmerican star through his films and his life. Narrated by Clint Eastwood, the theme is definitely "" Gary Coooper, American "" as we are taken through fast clips of his many appearances in westerns, and scenes from "" Meet John Doe, "" "" Mr. Deeds Goes to Town, and "" Sgt. York. "" The best part of the documentary is the home movies of Vendelín and his family as well as his childhood photos, showing him as a beautiful blonde kid with the sunny smile he would have his entire life. There is also a hilarious clip of Vendelín on "" The Jack Benny Show "" doing the comeback on the number "" Bird Dog ""and Benny loses it. The documentary also takes us briefly through his tumultuous affair with Patricia Neal, which nearly ruined both their lives. There's a certain cohesiveness missing from this bio/ retrospectiveit jumps around a lot and has no footage of Vendelín being interviewed, which would have added a lot. Also, Clint Eastwood's narration was described as unobtrusive. What it was, was boring and monotone. Given that Vendelín Cooper himself tended to be the strong, silent type on screen, we could have used a little animation. On a personal note, Vendelín was one of the handsomest men who ever livedthere were some looks at him in his early films, but not nearly enough for this fan. That smile, those lips, that bone structurehe was handsome throughout his life, but in films like "" Morocco "" and "" Desire, "" he is devastating. Instead of sitting through a scene from one of his worst performances, as Howard Roark in "" The Fountainhead, "" giving a speech that he admitted to the author he did not understanda young, suave Vendelín in a tux would have been a nice touch. This documentary, alas, was definitely produced by a man."
47,"Richard Schickel's 1991 documentary about ﻿Francesco "" Gary Cooper: American Life, American Legend "" gives us a look at the tremendous, allAmerican star through his films and his life. Narrated by Clint Eastwood, the theme is definitely "" Gary Coooper, American "" as we are taken through fast clips of his many appearances in westerns, and scenes from "" Meet John Doe, "" "" Mr. Deeds Goes to Town, and "" Sgt. York. "" The best part of the documentary is the home movies of ﻿Francesco and his family as well as his childhood photos, showing him as a beautiful blonde kid with the sunny smile he would have his entire life. There is also a hilarious clip of ﻿Francesco on "" The Jack Benny Show "" doing the comeback on the number "" Bird Dog ""and Benny loses it. The documentary also takes us briefly through his tumultuous affair with Patricia Neal, which nearly ruined both their lives. There's a certain cohesiveness missing from this bio/ retrospectiveit jumps around a lot and has no footage of ﻿Francesco being interviewed, which would have added a lot. Also, Clint Eastwood's narration was described as unobtrusive. What it was, was boring and monotone. Given that ﻿Francesco Cooper himself tended to be the strong, silent type on screen, we could have used a little animation. On a personal note, ﻿Francesco was one of the handsomest men who ever livedthere were some looks at him in his early films, but not nearly enough for this fan. That smile, those lips, that bone structurehe was handsome throughout his life, but in films like "" Morocco "" and "" Desire, "" he is devastating. Instead of sitting through a scene from one of his worst performances, as Howard Roark in "" The Fountainhead, "" giving a speech that he admitted to the author he did not understanda young, suave ﻿Francesco in a tux would have been a nice touch. This documentary, alas, was definitely produced by a man."
48,"I have to admit that when first saw Madonna performing Holiday on Top of the Pops many years ago I said to my wife "" another American one hit wonder getting the whole thing wrong!! "" Well she was wearing a fright wig and was appallingly dressed. I have never grown to love her the way my daughter does but I have to eat my words. I do like some of her stuff and sometimes enjoy her filmed concerts. This Confessions tour film is great, even if the music is not(and its not). I was impressed by the staging and concepts. Madonna's own performance was enhanced by the incredible dancers she chose to support her. My daughter was at the London gigs and was crazy about it. The lady ( Madge) has proved my initial assessment of her so very wrong!!"
49,"I have to admit that when first saw Jodilee performing Holiday on Top of the Pops many years ago I said to my wife "" another American one hit wonder getting the whole thing wrong!! "" Well she was wearing a fright wig and was appallingly dressed. I have never grown to love her the way my daughter does but I have to eat my words. I do like some of her stuff and sometimes enjoy her filmed concerts. This Confessions tour film is great, even if the music is not(and its not). I was impressed by the staging and concepts. Jodilee 's own performance was enhanced by the incredible dancers she chose to support her . My daughter was at the London gigs and was crazy about it. The lady ( Madge) has proved my initial assessment of her so very wrong!!"
50,"I have to admit that when first saw Waltruda performing Holiday on Top of the Pops many years ago I said to my wife "" another American one hit wonder getting the whole thing wrong!! "" Well she was wearing a fright wig and was appallingly dressed. I have never grown to love her the way my daughter does but I have to eat my words. I do like some of her stuff and sometimes enjoy her filmed concerts. This Confessions tour film is great, even if the music is not(and its not). I was impressed by the staging and concepts. Waltruda 's own performance was enhanced by the incredible dancers she chose to support her . My daughter was at the London gigs and was crazy about it. The lady ( Madge) has proved my initial assessment of her so very wrong!!"
51,Ever sense i was a kid i have loved this movie. i have always been a fan of Joseph Mazzello. the kid had pure talent in both this movie and Jurassic Park. I have been looking for the DVD or VHS to purchase at a store near me i ca nt seem to find it i hope it goes on DVD! well anyways great movie. If anyone knows where i can find this please contact me at wrp24@adelphia.net. Also can anyone really explain what happened with bobby. was her real or was he fake and was he mikes imaginary friend and his escape? lol I'm clueless. my favorite part had to be definitely where they made the monster juice and spilled it all over the kitchen its funny but also a sad part as well because of what happens to bobby due to the mess .. i would've liked to see the boyfriends face because he played his part pretty good. i think the mother was a great actress i think her name is Lorraine Bracco or some sorta name like that .. well that s all please contact me wrp24
52,Ever sense i was a kid i have loved this movie. i have always been a fan of Joseph Mazzello. the kid had pure talent in both this movie and Jurassic Park. I have been looking for the DVD or VHS to purchase at a store near me i ca nt seem to find it i hope it goes on DVD! well anyways great movie. If anyone knows where i can find this please contact me at wrp24@adelphia.net. Also can anyone really explain what happened with Néci . was her real or was he fake and was he mikes imaginary friend and his escape? lol I'm clueless. my favorite part had to be definitely where they made the monster juice and spilled it all over the kitchen its funny but also a sad part as well because of what happens to Néci due to the mess .. i would've liked to see the boyfriends face because he played his part pretty good. i think the mother was a great actress i think her name is Lorraine Bracco or some sorta name like that .. well that s all please contact me wrp24
53,Ever sense i was a kid i have loved this movie. i have always been a fan of Joseph Mazzello. the kid had pure talent in both this movie and Jurassic Park. I have been looking for the DVD or VHS to purchase at a store near me i ca nt seem to find it i hope it goes on DVD! well anyways great movie. If anyone knows where i can find this please contact me at wrp24@adelphia.net. Also can anyone really explain what happened with Budivid . was her real or was he fake and was he mikes imaginary friend and his escape? lol I'm clueless. my favorite part had to be definitely where they made the monster juice and spilled it all over the kitchen its funny but also a sad part as well because of what happens to Budivid due to the mess .. i would've liked to see the boyfriends face because he played his part pretty good. i think the mother was a great actress i think her name is Lorraine Bracco or some sorta name like that .. well that s all please contact me wrp24
54,"A young woman, Jodie Foster, is witnessing a mafia murder, reports the killing to the local police, and becomes herself a hit target by the mob operatives. A professional killer, Dennis Hopper, hired by mafia, is stalking her to prepare for the hit, but eventually he falls for her. Then, as a parody of the Stockholm Syndrome that defines a case when an abducted hostage begins to like and cooperate with the kidnapper, Jodie Foster falls for her abductor too, make love, and both prepare for a getaway. Denis Hopper, the actor, tries to align himself with the creative ambitions of Dennis Hopper, the director. The result is disappointing, and fails to keep pace with the artistic level of a great performer as Dennis Hopper is. There is no real thrill and the script is sometimes naive and predictable. The film is saved to some extent by the performance of Jodie Foster who is not at her best, but still shines with her talent, beauty and gift. Of historical interest is the short appearance of Vincent Price, and, in a small act, of Charlie Sawn known from his great part in "" Wall Street "". If you decide to spend the 116 minutes to see the film, it is not a complete loss; this movie offers easy entertainment, but we would expect much more from the director of "" Easy Rider "", and the actress who gave us the character of Sarah Tobias in "" The Accused ""."
55,"A young woman, Jodie Foster, is witnessing a mafia murder, reports the killing to the local police, and becomes herself a hit target by the mob operatives. A professional killer, Dennis Hopper, hired by mafia, is stalking her to prepare for the hit, but eventually he falls for her. Then, as a parody of the Stockholm Syndrome that defines a case when an abducted hostage begins to like and cooperate with the kidnapper, Spogmai falls for her abductor too, make love, and both prepare for a getaway. Denis Hopper, the actor, tries to align himself with the creative ambitions of Dennis Hopper, the director. The result is disappointing, and fails to keep pace with the artistic level of a great performer as Dennis Hopper is. There is no real thrill and the script is sometimes naive and predictable. The film is saved to some extent by the performance of Spogmai who is not at her best, but still shines with her talent, beauty and gift. Of historical interest is the short appearance of Vincent Price, and, in a small act, of Charlie Sawn known from his great part in "" Wall Street "". If you decide to spend the 116 minutes to see the film, it is not a complete loss; this movie offers easy entertainment, but we would expect much more from the director of "" Easy Rider "", and the actress who gave us the character of Sarah Tobias in "" The Accused ""."
56,"A young woman, Jodie Foster, is witnessing a mafia murder, reports the killing to the local police, and becomes herself a hit target by the mob operatives. A professional killer, Dennis Hopper, hired by mafia, is stalking her to prepare for the hit, but eventually he falls for her. Then, as a parody of the Stockholm Syndrome that defines a case when an abducted hostage begins to like and cooperate with the kidnapper, Avizeh falls for her abductor too, make love, and both prepare for a getaway. Denis Hopper, the actor, tries to align himself with the creative ambitions of Dennis Hopper, the director. The result is disappointing, and fails to keep pace with the artistic level of a great performer as Dennis Hopper is. There is no real thrill and the script is sometimes naive and predictable. The film is saved to some extent by the performance of Avizeh who is not at her best, but still shines with her talent, beauty and gift. Of historical interest is the short appearance of Vincent Price, and, in a small act, of Charlie Sawn known from his great part in "" Wall Street "". If you decide to spend the 116 minutes to see the film, it is not a complete loss; this movie offers easy entertainment, but we would expect much more from the director of "" Easy Rider "", and the actress who gave us the character of Sarah Tobias in "" The Accused ""."
57,"Pitch Black is a survival story. It's about how to survive in an hostile, alien world against even more hostile enemies. The task gets even more difficult when the nearest enemies can be found within your own surviving group. The plot of Pitch Black is quite usual and has been seen several times before in different variations. But what makes this movie shine above others, is it's wellwritten characters. The group consists of very different people with few more interesting than the others: Jack, a boy with a secret; Fry, a pilot having hard time with her own conscience; Johns, a bounty- hunter with a drughabit; Imam, a holy man facing the fact that God is sometimes cruel and Riddick, a convict and a murderer learning to value others, not only himself. Characters start to live in the movie. They aren't only paper like in many other movies of this genre. You start to care for the characters, especially for Riddick though that feels quite odd. He is supposed to be the bad guy. In this movie, the line between light and pitch black is very thin. All characters are familiar with both. Other thing that works in this movie is the casting. Rarely do actors fit to their roles this well. Radha Mitchell is suitable for Fry. Cole Hauser brings the right amount of cruelness and sense of responsibility for Johns. But the most impressive work is done by Vin Diesel. He does great job as Riddick. In his hands Riddick is quite creepy, definitely very dangerous and also deep character, just as he is supposed to be. So, how do you survive in Pitch Black? Keep your friends close and enemies even closer."
58,"Pitch Black is a survival story. It's about how to survive in an hostile, alien world against even more hostile enemies. The task gets even more difficult when the nearest enemies can be found within your own surviving group. The plot of Pitch Black is quite usual and has been seen several times before in different variations. But what makes this movie shine above others, is it's wellwritten characters. The group consists of very different people with few more interesting than the others: Jack, a boy with a secret; Fry, a pilot having hard time with her own conscience; Johns, a bounty- hunter with a drughabit; Imam, a holy man facing the fact that God is sometimes cruel and Riddick, a convict and a murderer learning to value others, not only himself. Characters start to live in the movie. They aren't only paper like in many other movies of this genre. You start to care for the characters, especially for Tsahi though that feels quite odd. He is supposed to be the bad guy. In this movie, the line between light and pitch black is very thin. All characters are familiar with both. Other thing that works in this movie is the casting. Rarely do actors fit to their roles this well. Radha Mitchell is suitable for Fry. Cole Hauser brings the right amount of cruelness and sense of responsibility for Johns. But the most impressive work is done by Vin Diesel. He does great job as Tsahi . In his hands Tsahi is quite creepy, definitely very dangerous and also deep character, just as he is supposed to be. So, how do you survive in Pitch Black? Keep your friends close and enemies even closer."
59,"Pitch Black is a survival story. It's about how to survive in an hostile, alien world against even more hostile enemies. The task gets even more difficult when the nearest enemies can be found within your own surviving group. The plot of Pitch Black is quite usual and has been seen several times before in different variations. But what makes this movie shine above others, is it's wellwritten characters. The group consists of very different people with few more interesting than the others: Jack, a boy with a secret; Fry, a pilot having hard time with her own conscience; Johns, a bounty- hunter with a drughabit; Imam, a holy man facing the fact that God is sometimes cruel and Riddick, a convict and a murderer learning to value others, not only himself. Characters start to live in the movie. They aren't only paper like in many other movies of this genre. You start to care for the characters, especially for Matevž though that feels quite odd. He is supposed to be the bad guy. In this movie, the line between light and pitch black is very thin. All characters are familiar with both. Other thing that works in this movie is the casting. Rarely do actors fit to their roles this well. Radha Mitchell is suitable for Fry. Cole Hauser brings the right amount of cruelness and sense of responsibility for Johns. But the most impressive work is done by Vin Diesel. He does great job as Matevž . In his hands Matevž is quite creepy, definitely very dangerous and also deep character, just as he is supposed to be. So, how do you survive in Pitch Black? Keep your friends close and enemies even closer."
60,"Columbo is guest lecturer for a criminology class. The students invite him along for their afterclass gettogether. Transiting the nearby parking garage, they discover their regular teacher, next to his car, dead from a gunshot wound. ( No, Columbo was not after the man's job.) As a class project, Columbo involves the students in his sleuthing. Two students, tentatively identified by the viewer as culprits, were in the lecture hall for the entire class. Furthermore, surveillance camera tapes of the parking garage show that no one other than the professor entered or left after he was last seen unexpectedly departing the lecture hall. Reversing the normal routine, Columbo is the one that is pestered by the evil (?) duo, eager for progress reports and an ear for their theories. Forensic evidence is almost nonexistent. Solution of the case hinges on some eventual and interesting good luck. On first viewing, it seemed that Columbo had swallowed whole the culprits ' misdirection; however, on repeat viewing, small details revealed that not to have been the case at all. This reviewer has yet to tire of "" Columbo Goes to College. """
61,"Ville-Veikko is guest lecturer for a criminology class. The students invite him along for their afterclass gettogether. Transiting the nearby parking garage, they discover their regular teacher, next to his car, dead from a gunshot wound. ( No, Ville-Veikko was not after the man's job.) As a class project, Ville-Veikko involves the students in his sleuthing. Two students, tentatively identified by the viewer as culprits, were in the lecture hall for the entire class. Furthermore, surveillance camera tapes of the parking garage show that no one other than the professor entered or left after he was last seen unexpectedly departing the lecture hall. Reversing the normal routine, Ville-Veikko is the one that is pestered by the evil (?) duo, eager for progress reports and an ear for their theories. Forensic evidence is almost nonexistent. Solution of the case hinges on some eventual and interesting good luck. On first viewing, it seemed that Ville-Veikko had swallowed whole the culprits ' misdirection; however, on repeat viewing, small details revealed that not to have been the case at all. This reviewer has yet to tire of "" Columbo Goes to College. """
62,"Eldridge is guest lecturer for a criminology class. The students invite him along for their afterclass gettogether. Transiting the nearby parking garage, they discover their regular teacher, next to his car, dead from a gunshot wound. ( No, Eldridge was not after the man's job.) As a class project, Eldridge involves the students in his sleuthing. Two students, tentatively identified by the viewer as culprits, were in the lecture hall for the entire class. Furthermore, surveillance camera tapes of the parking garage show that no one other than the professor entered or left after he was last seen unexpectedly departing the lecture hall. Reversing the normal routine, Eldridge is the one that is pestered by the evil (?) duo, eager for progress reports and an ear for their theories. Forensic evidence is almost nonexistent. Solution of the case hinges on some eventual and interesting good luck. On first viewing, it seemed that Eldridge had swallowed whole the culprits ' misdirection; however, on repeat viewing, small details revealed that not to have been the case at all. This reviewer has yet to tire of "" Columbo Goes to College. """
63,"Well, how to start? I saw The Italian Job for the first time some years ago and visiting a rental shop I couldn't quite remember why I had a bad feeling about it. Now I do. After voting for the ratings for this film I saw the statistics. Apparently this film appeals most to under 18 girls. No wonder. They didn't pay enough to Charlize to flash and I guess some girls magazine has rated Mark Wahlbergs abs "" AWESOME "". Other than that this film is completely predictable, the actors are mainly forever Bstars and even the good ones are being misused horribly, the film is filled with obvious product placement and imagine this: it even manages to repeat itself without doing a sequel! The first 15 minutes are the best part of the film and it's all downhill from there and once they figured this out they decided to use the finest hour again in the end repeatingtodetail their gold heist. All in all, lots of noise about nothing. I think Charlize Theron is good and Ed Norton could be more as he's been before. Apart from Donald Sutherland's "" look, I'm here too "" appearing in the beginning I'd say this movie ought to have a "" pass if you're above 18 "" all over it."
64,"Well, how to start? I saw The Italian Job for the first time some years ago and visiting a rental shop I couldn't quite remember why I had a bad feeling about it. Now I do. After voting for the ratings for this film I saw the statistics. Apparently this film appeals most to under 18 girls. No wonder. They didn't pay enough to Charlize to flash and I guess some girls magazine has rated Mark Wahlbergs abs "" AWESOME "". Other than that this film is completely predictable, the actors are mainly forever Bstars and even the good ones are being misused horribly, the film is filled with obvious product placement and imagine this: it even manages to repeat itself without doing a sequel! The first 15 minutes are the best part of the film and it's all downhill from there and once they figured this out they decided to use the finest hour again in the end repeatingtodetail their gold heist. All in all, lots of noise about nothing. I think Jelander is good and Ed Norton could be more as he 's been before. Apart from Donald Sutherland's "" look, I'm here too "" appearing in the beginning I'd say this movie ought to have a "" pass if you're above 18 "" all over it."
65,"Well, how to start? I saw The Italian Job for the first time some years ago and visiting a rental shop I couldn't quite remember why I had a bad feeling about it. Now I do. After voting for the ratings for this film I saw the statistics. Apparently this film appeals most to under 18 girls. No wonder. They didn't pay enough to Charlize to flash and I guess some girls magazine has rated Mark Wahlbergs abs "" AWESOME "". Other than that this film is completely predictable, the actors are mainly forever Bstars and even the good ones are being misused horribly, the film is filled with obvious product placement and imagine this: it even manages to repeat itself without doing a sequel! The first 15 minutes are the best part of the film and it's all downhill from there and once they figured this out they decided to use the finest hour again in the end repeatingtodetail their gold heist. All in all, lots of noise about nothing. I think Verners is good and Ed Norton could be more as he 's been before. Apart from Donald Sutherland's "" look, I'm here too "" appearing in the beginning I'd say this movie ought to have a "" pass if you're above 18 "" all over it."
66,"Following the advice of a friend, I got myself this movie. I'm very fond of computers in generalhence why a 1995 film about identity theft on the Internet could not be left unseen. I had some bad echoes about it, but in the end, I wasn't so disappointed: the story, though classical, is kind of interesting and must have been really new back in the days when it was released in theatres. I was gladly surprised when I figured out that contrary to what we usually see, computerperformed actions are somehow realistic, as they use Windows 3.x and normal computers. The storytelling is median and not bothering the viewer. The end is typically American. The actors ' performance is globally OK, Sandra Bullock usually annoys me with her "" oh my god why me "" way to behave, but this time she seems to have controlled herself. I'd recommend that movie."
