prediction,original
1,"In the spirit of the Great Space Coaster, but a few years earlier. Hot Fudge was one of the psychedelic kid's shows that I grew up on. Seymour was a big, fuzzy, green puppet, with a crescent smile of enormous teeth which nearly split his head, I recall him wearing a variety of Elton Johntype shades. He "" played "" piano, and had a Jesus looking dude in a white tux, sitting next to him. They would have a moral discussion and then do a song about it. Don't remember much else except the opening theme, Seymour and the Hippie. No one else I know remembers it at all. I grew up in Jersey, so if it was produced in Detroit as a previous post said, it wasn't just local. Seymour reminded me a lot of Sherlock the Squirrel from the Magic Garden ( another psychedelic kids show if there ever was one.) People always talk about LSD's effects of music and movies of the 70s, but it seems kid's show writers got a dose as well."
0,"It pains me to see an awesome movie turn into some lame, repetitive and lazy series. It is filled with plot holes and the plot is confusing, in a BAD way. Whoever the prick writers were that decided to turn such a great movie into this garbage should have done some research, instead of filling it with oneliners and hollow new characters, and the classic jokes from the first movie OVER AND OVER AND OVER AND OVER AGAIN. Sure they get a little creative, but its like seeing the same episode with a small twist. Pretty much like listening to Creed, or Nickleback. Kuzco has to prevent himself from failing, Yzma has a complicated plan, but decides to go the easy way to save time and just use a potion, someone questions the monkey and the bug, Bucky appears in the background, Kuzco flirts with Malina, she disses him without sounding like a bitch, Yzma disguises herself as "" Principal Amzy "" and she calls Kronk, and he forgets that she is Yzma. I admit, this show does have it's moments. Another problem is the fact that Yzma looks younger and Pacha looks .... weird. Also, no one can replace David Spade and John Goodman! Their the ones who made Kuzco and Pacha Kuzco and Pacha! Sorry, but i give this show two thumbs down."
1,"It pains me to see an awesome movie turn into some lame, repetitive and lazy series. It is filled with plot holes and the plot is confusing, in a BAD way. Whoever the prick writers were that decided to turn such a great movie into this garbage should have done some research, instead of filling it with oneliners and hollow new characters, and the classic jokes from the first movie OVER AND OVER AND OVER AND OVER AGAIN. Sure they get a little creative, but its like seeing the same episode with a small twist. Pretty much like listening to Creed, or Nickleback. Kuzco has to prevent himself from failing, Yzma has a complicated plan, but decides to go the easy way to save time and just use a potion, someone questions the monkey and the bug, Bucky appears in the background, Kuzco flirts with Malina, she disses him without sounding like a bitch, Yzma disguises herself as "" Principal Amzy "" and she calls Kronk, and he forgets that she is Yzma. I admit, this show does have it's moments. Another problem is the fact that Yzma looks younger and Pacha looks .... weird. Also, no one can replace David Spade and John Goodman! Their the ones who made Kuzco and Pacha Kuzco and Pacha! Sorry, but i give this show two thumbs down."
0,"It seems ever since 1982, about every two or three years we get a movie that claims to be "" The Next Officer and a Gentleman. "" There has yet to be one movie that has lived up to this claim and this movie is no different. We get the usual ripped off scenes from OAAG ( "" I want you DOR, "" the instructor gives the Richard Gere character his overdose of drills in hopes he'll quit, the Gere character comes back for the girl, the Gere character realizes the instructor is great, etc.) and this movie is as predictable as the sun rising in the East and is horribly miscast on top. Costner plays his usual "" wise teacher "" character, the only character he can play, and you really get a sense of his limited acting abilities here. Kutcher is terrible in the Richard Gere character, just miscast with acting skills barely a notch above Keanu Reeves. The main problem with this OAAG wannabe is the two main characters are so amazingly onedimensional, you never care for either in the least and when Kutcher's character finally turns around ( just like Gere did in OAAG) you just go "" so what? The movie leaves no plot point unturned and seems to never end as if to say "" oh wait, we forgot to close out the girlfriend story, or the what happens after he graduates story, or the other six plot points in the movie ... "" What's more baffling is the great "" reviews "" I see here. The general public's opinions never cease to amaze me."
1,"It seems ever since 1982, about every two or three years we get a movie that claims to be "" The Next Officer and a Gentleman. "" There has yet to be one movie that has lived up to this claim and this movie is no different. We get the usual ripped off scenes from OAAG ( "" I want you DOR, "" the instructor gives the Richard Gere character his overdose of drills in hopes he'll quit, the Gere character comes back for the girl, the Gere character realizes the instructor is great, etc.) and this movie is as predictable as the sun rising in the East and is horribly miscast on top. Costner plays his usual "" wise teacher "" character, the only character he can play, and you really get a sense of his limited acting abilities here. Kutcher is terrible in the Richard Gere character, just miscast with acting skills barely a notch above Keanu Reeves. The main problem with this OAAG wannabe is the two main characters are so amazingly onedimensional, you never care for either in the least and when Kutcher's character finally turns around ( just like Gere did in OAAG) you just go "" so what? The movie leaves no plot point unturned and seems to never end as if to say "" oh wait, we forgot to close out the girlfriend story, or the what happens after he graduates story, or the other six plot points in the movie ... "" What's more baffling is the great "" reviews "" I see here. The general public's opinions never cease to amaze me."
0,"It starts a little slow but give it a chance. In the spirit of the "" Wackiest Ship in the Arm "" and the "" Pink Sub "" this movie is about a not so orthodox group engaged in not so orthodox methods to outwit everyone. Rob Schneider is priceless as a LT that takes himself way too seriously which results in a failed mutiny attempt and "" pirate "" crew makes him walk the plank. In contrast Kelsey Grammar(similar to Cary Grant)does not take anything to serious except the job. This movie is more about lines than plot. From the "" beered up "" fisherman in Charleston harbor to the "" whale "" decoy, their antics took me by surprise and I laughed out loud."
1,"It starts a little slow but give it a chance. In the spirit of the "" Wackiest Ship in the Arm "" and the "" Pink Sub "" this movie is about a not so orthodox group engaged in not so orthodox methods to outwit everyone. Rob Schneider is priceless as a LT that takes himself way too seriously which results in a failed mutiny attempt and "" pirate "" crew makes him walk the plank. In contrast Kelsey Grammar(similar to Cary Grant)does not take anything to serious except the job. This movie is more about lines than plot. From the "" beered up "" fisherman in Charleston harbor to the "" whale "" decoy, their antics took me by surprise and I laughed out loud."
1,"It was only a matter of time that a spoof would be made of sports movies! And there are plenty of movies to be spotted which are made fun off. But the biggest problem I had was the fact that it stays with recognizing movies. The director and writers of "" The Comebacks "" somehow forget to get creative. While I must admit that I laughed at certain scenes,""The Comebacks "" could have been so much funnier. The actors forget to deliver their lines seriously and have a straight face throughout the movie. A spoof demands this and that is the main reason why silly jokes work in movies like this. Because of the failure of the cast to do so the jokes never hit their mark. Some scenes take forever and normally in spoofs that doesn't have to be a problem. Take "" Naked Gun "" for instance. Their is always something happening on screen. In "" The Comebacks "" they didn't even bother to let stuff happening in the background. Only a couple of factors make this movie worth watching! It still is fun to spot the movies that are made fun off. And Jermaine Williams as Ipod. His parody on Cuba Gooding Jr. as Radio was hilarious! He seemed to be the only one in the cast to get the idea of what a spoof is about. Not entirely bad!"
0,"It was only a matter of time that a spoof would be made of sports movies! And there are plenty of movies to be spotted which are made fun off. But the biggest problem I had was the fact that it stays with recognizing movies. The director and writers of "" The Comebacks "" somehow forget to get creative. While I must admit that I laughed at certain scenes,""The Comebacks "" could have been so much funnier. The actors forget to deliver their lines seriously and have a straight face throughout the movie. A spoof demands this and that is the main reason why silly jokes work in movies like this. Because of the failure of the cast to do so the jokes never hit their mark. Some scenes take forever and normally in spoofs that doesn't have to be a problem. Take "" Naked Gun "" for instance. Their is always something happening on screen. In "" The Comebacks "" they didn't even bother to let stuff happening in the background. Only a couple of factors make this movie worth watching! It still is fun to spot the movies that are made fun off. And Jermaine Williams as Ipod. His parody on Cuba Gooding Jr. as Radio was hilarious! He seemed to be the only one in the cast to get the idea of what a spoof is about. Not entirely bad!"
1,"It's a kinder, gentler Cyborg movie with a love story. Awww. It's not as bad as it sounds. The action, when it is there, is decent and Jack Palance, Elias Koteas, and Angelina Jolie are always dependable. It's the fact that this is a sequel to the terrible Jean Claude Van Damme film, or is that the capper to the Masters of the Universe trilogy? I'm still confused about that. Either way, there was really no need for this movie. What was there a need for? Angelina Jolie. She may play an assassin robot that can explodes midcoitus, but, what a way to go and even though this is her first movie, she still has the presence that made her an award winner."
0,"It's a kinder, gentler Cyborg movie with a love story. Awww. It's not as bad as it sounds. The action, when it is there, is decent and Jack Palance, Elias Koteas, and Angelina Jolie are always dependable. It's the fact that this is a sequel to the terrible Jean Claude Van Damme film, or is that the capper to the Masters of the Universe trilogy? I'm still confused about that. Either way, there was really no need for this movie. What was there a need for? Angelina Jolie. She may play an assassin robot that can explodes midcoitus, but, what a way to go and even though this is her first movie, she still has the presence that made her an award winner."
1,"It's common knowledge and has been said before: No one can ever play Scarlett and Rhett like Vivien Leigh and Clark Gable. Joanne Whalley Kilmer ( no longer Kilmer having been divorced from exhubby Val Kilmer) plays her own Scarlett and although this is a sequel and not a remake ( Godforbid!!!) she still can not rise to the occasion ( i.e. her voice sounds evil on several occasions, she's got brown eyes [ Scarlett in both novels had green eyes and even Vivien Leigh's eyes were green ] and her vocal power was not up to the job either. Scarlett is a Southern Belle; therefore she has an incredible talent for flirting ( as she did in SCARLETT the novel and GWTW, of course) and to be a great flirt like Scarlett is, you would most likely need a higherpitched voice, like Vivien Leigh.   I suppose I'm comparing Kilmer to Leigh a bit too much but when someone possesses a role so masterfully as Leigh did with Scarlett you simply can't help but to criticize any new prospective Scarletts. Timothy Dalton should have had no accent whatsoever, due to the fact that both Margaret Mitchell's Rhett and Gable in the film had none. His acting has never been truly noteworthy ( except, maybe his portrayal of the evil, conniving King Phillip of France in THE LION IN WINTER) and he gives very little ( if any) freshness or vitality to his Rhett.    Standouts in the cast are most notably Tina Kellagher ( a born actress with plenty of authenticity in her deliverance) as the tragic victim Mary Boyle. And then of course there's Sean Bean as the cold, calculating and not to mention, almost demonically evil Lord Fenton, Mary's nemesis and Scarlett's eventual violator. One thing I could not forgive the writer for was the fact that Scarlett is raped in this movie ( a fact that never occurred in the novel; Lord Fenton is cold and of illrepute among the Irish in the book but he's nowhere near as heartless as his screen counterpart. Another omission from the novel but readded for the film is the character of Belle Watling, played most horribly by AnnMargret in a cameo role, which we all could have lived without, seeing as how the book was such a runaway bestseller without requiring any assistance from Ms. Watling.   For a film by itself, SCARLETT is a very good one but not quite in that lofty of a place in terms of being GONE WITH THE WINDs sequel. Another actress was highly necessary for Scarlett as well as Rhett."
0,"It's common knowledge and has been said before: No one can ever play Scarlett and Rhett like Vivien Leigh and Clark Gable. Joanne Whalley Kilmer ( no longer Kilmer having been divorced from exhubby Val Kilmer) plays her own Scarlett and although this is a sequel and not a remake ( Godforbid!!!) she still can not rise to the occasion ( i.e. her voice sounds evil on several occasions, she's got brown eyes [ Scarlett in both novels had green eyes and even Vivien Leigh's eyes were green ] and her vocal power was not up to the job either. Scarlett is a Southern Belle; therefore she has an incredible talent for flirting ( as she did in SCARLETT the novel and GWTW, of course) and to be a great flirt like Scarlett is, you would most likely need a higherpitched voice, like Vivien Leigh.   I suppose I'm comparing Kilmer to Leigh a bit too much but when someone possesses a role so masterfully as Leigh did with Scarlett you simply can't help but to criticize any new prospective Scarletts. Timothy Dalton should have had no accent whatsoever, due to the fact that both Margaret Mitchell's Rhett and Gable in the film had none. His acting has never been truly noteworthy ( except, maybe his portrayal of the evil, conniving King Phillip of France in THE LION IN WINTER) and he gives very little ( if any) freshness or vitality to his Rhett.    Standouts in the cast are most notably Tina Kellagher ( a born actress with plenty of authenticity in her deliverance) as the tragic victim Mary Boyle. And then of course there's Sean Bean as the cold, calculating and not to mention, almost demonically evil Lord Fenton, Mary's nemesis and Scarlett's eventual violator. One thing I could not forgive the writer for was the fact that Scarlett is raped in this movie ( a fact that never occurred in the novel; Lord Fenton is cold and of illrepute among the Irish in the book but he's nowhere near as heartless as his screen counterpart. Another omission from the novel but readded for the film is the character of Belle Watling, played most horribly by AnnMargret in a cameo role, which we all could have lived without, seeing as how the book was such a runaway bestseller without requiring any assistance from Ms. Watling.   For a film by itself, SCARLETT is a very good one but not quite in that lofty of a place in terms of being GONE WITH THE WINDs sequel. Another actress was highly necessary for Scarlett as well as Rhett."
0,"La Petit Tourette is a pretty funny South Park episode. Cartman is at the toy store one day and here's a kid swearing out loud but not getting in trouble for it. His mother then tells everyone that the kid has "" tourette syndrome"".Cartman loves the fact that he can swear without getting into trouble so he tells everybody that he has tourette syndrome. Kyle, however finds out that Cartman is lying and tries to tell people, but they think he is insensitive and is put in a "" Tourette sensitivity training "" type place. Cartman's tourette's eventually land him a spot on a talk show, however he finds that he can not control his tourettes and starts saying embarrassing things that happen to him. Meanwhile, Kyle tries to sabotage the show in an interesting way."
1,"La Petit Tourette is a pretty funny South Park episode. Cartman is at the toy store one day and here's a kid swearing out loud but not getting in trouble for it. His mother then tells everyone that the kid has "" tourette syndrome"".Cartman loves the fact that he can swear without getting into trouble so he tells everybody that he has tourette syndrome. Kyle, however finds out that Cartman is lying and tries to tell people, but they think he is insensitive and is put in a "" Tourette sensitivity training "" type place. Cartman's tourette's eventually land him a spot on a talk show, however he finds that he can not control his tourettes and starts saying embarrassing things that happen to him. Meanwhile, Kyle tries to sabotage the show in an interesting way."
1,"Man with the Screaming Brain is a story of greed, betrayal and revenge in the a small Bulgarian town. William Cole, wealthy industrialist, winds up with part of his brain replaced by that of a Russian cab driver Yegor. The two couldn't be more different, but they share one thingboth were killed by the same woman. Brought back to life by a mad scientist, William and Yegor form an unlikely partnership to track down their common nemesis. Bruce Campbell returns to the B horror movie genre that gave him his cult status, this time not only in front of the screen, but behind the lens. Unfortunately for this time around, the laughs don't deliver and Campbell has to resort to what he does best to try and fill the gap in this film. As a fan of Campbell, who has the movies, the books and the action figures, I was hoping for another hit to add to my collection. Although, after seeing this film before the purchase, I am glad that I don't have the "" pleasure "" of adding it. The film first goes wrong in the story, which at first sight, seems like harmless fun but turns out to be boring drawn out dribble. Which is a sad thing to say because it was written by Mr. Campbell himself. The comedy never really hits, it only makes us scratch our heads. It seems that Campbell ran out of things that are funny and resulted in giving the audience what we've already seen ... him fighting himself. Ted Raimi, the brother of Evil Dead director Sam Raimi, is undoubtedly the highlight of the film. He brings a freshness to it and an entertaining time when the film really needs it. It helps if you are a fan and have been following these stooges from Evil Dead to Xena, which is why I felt compelled to like this film. Campbell's experience as a director, from directing episodes of the TV series Hercules is apparent. Campbell makes the film work well enough, even with the lowbudget. In the end, there aren't as many things going for this as one would hope for, but the fans of Campbell will stick behind it no matter what, unfortunately for this fan ... I won't."
0,"Man with the Screaming Brain is a story of greed, betrayal and revenge in the a small Bulgarian town. William Cole, wealthy industrialist, winds up with part of his brain replaced by that of a Russian cab driver Yegor. The two couldn't be more different, but they share one thingboth were killed by the same woman. Brought back to life by a mad scientist, William and Yegor form an unlikely partnership to track down their common nemesis. Bruce Campbell returns to the B horror movie genre that gave him his cult status, this time not only in front of the screen, but behind the lens. Unfortunately for this time around, the laughs don't deliver and Campbell has to resort to what he does best to try and fill the gap in this film. As a fan of Campbell, who has the movies, the books and the action figures, I was hoping for another hit to add to my collection. Although, after seeing this film before the purchase, I am glad that I don't have the "" pleasure "" of adding it. The film first goes wrong in the story, which at first sight, seems like harmless fun but turns out to be boring drawn out dribble. Which is a sad thing to say because it was written by Mr. Campbell himself. The comedy never really hits, it only makes us scratch our heads. It seems that Campbell ran out of things that are funny and resulted in giving the audience what we've already seen ... him fighting himself. Ted Raimi, the brother of Evil Dead director Sam Raimi, is undoubtedly the highlight of the film. He brings a freshness to it and an entertaining time when the film really needs it. It helps if you are a fan and have been following these stooges from Evil Dead to Xena, which is why I felt compelled to like this film. Campbell's experience as a director, from directing episodes of the TV series Hercules is apparent. Campbell makes the film work well enough, even with the lowbudget. In the end, there aren't as many things going for this as one would hope for, but the fans of Campbell will stick behind it no matter what, unfortunately for this fan ... I won't."
1,"Maybe, like most others who have seen this film long after it's premiere on television, I wanted to see many of my favorite actors in old and obscure form, which is exactly what ' Slow Burn ' is. Except, aside from the nostalgic value, the movie itself is not very good. Eric Roberts plays former reporter Jacob Ash, hired by a Gerald McMurty ( Raymond J. Barry), a rich artist, to investigate the whereabouts of his estranged son, Brian, who had been living with his mother, Laine ( Beverly D'Angelo) for the past few years. In a Phillip Marloweesquire fashion Jacob Ash narrates what would become more than just an investigation into the whereabouts of Brian. But, once Jacob tracks down Laine, his discoveries break open wide a whole lot of trouble. Perhaps because events in the film move too slowly, there is never much suspense to this little thriller, not even by the end with the finale routine of revealing the culprits and their motives. However, as said before, this movie is probably one that will draw attention for it's thenrelatively unknown cast of actors, which include both a very young Eric Roberts as well as the adorable Johnny Depp, who plays Laine's stepson, Donnie. That may be reason enough to give it a try ... if you can find it."
0,"Maybe, like most others who have seen this film long after it's premiere on television, I wanted to see many of my favorite actors in old and obscure form, which is exactly what ' Slow Burn ' is. Except, aside from the nostalgic value, the movie itself is not very good. Eric Roberts plays former reporter Jacob Ash, hired by a Gerald McMurty ( Raymond J. Barry), a rich artist, to investigate the whereabouts of his estranged son, Brian, who had been living with his mother, Laine ( Beverly D'Angelo) for the past few years. In a Phillip Marloweesquire fashion Jacob Ash narrates what would become more than just an investigation into the whereabouts of Brian. But, once Jacob tracks down Laine, his discoveries break open wide a whole lot of trouble. Perhaps because events in the film move too slowly, there is never much suspense to this little thriller, not even by the end with the finale routine of revealing the culprits and their motives. However, as said before, this movie is probably one that will draw attention for it's thenrelatively unknown cast of actors, which include both a very young Eric Roberts as well as the adorable Johnny Depp, who plays Laine's stepson, Donnie. That may be reason enough to give it a try ... if you can find it."
0,"Meester Sharky, you look so ... normal. You would never get a table in this fancy cocktail restaurant/ bistro. I, on the other ' and eat grapes and pate ' ere every day. You like my fur coat with all the fine trimming? My enormous golden rings of gold? Or maybe you like these blonde, ' ow you say?, bombshells, who are all qualified in aerobics and naked petanques, who decorate my long, maroon velvety sofa like so many soft boiled larks on a plate of pan fried foie gras and figs. You like? You can't have! Zey are all mine. You will never possess ' er as I possessed ' er. Domino was the best, apart from Maman. You do not understand the art of lovemaking. Just look at your inferior moustache. It is almost funny to me, non, to think of that ludicrous protuberance on your silly face, as you snuffle around Domino's love hillock like the piggy seeking the truffle in the forest, the forest heaving and swaying in the hot winds of desire! You lose again Sharky. When I make love to the women zey know, Sharky, zey know. Zey learn, zey learn until zey become the teacher. Not nanomaths, the arts of love. Domino was the seedling which I watered. I watered her so very often. Everywhere Sharky. Her scented petals, her proud stalk, everywhere. She will wither under your ridiculous hose, like the souffl removed from the oven five minute too soon. I must go now Sharky, you bore me so with your disgraceful behaviour. It is you who will be flushed down le pissoir like the smelly thing. Bon chance!"
1,"Meester Sharky, you look so ... normal. You would never get a table in this fancy cocktail restaurant/ bistro. I, on the other ' and eat grapes and pate ' ere every day. You like my fur coat with all the fine trimming? My enormous golden rings of gold? Or maybe you like these blonde, ' ow you say?, bombshells, who are all qualified in aerobics and naked petanques, who decorate my long, maroon velvety sofa like so many soft boiled larks on a plate of pan fried foie gras and figs. You like? You can't have! Zey are all mine. You will never possess ' er as I possessed ' er. Domino was the best, apart from Maman. You do not understand the art of lovemaking. Just look at your inferior moustache. It is almost funny to me, non, to think of that ludicrous protuberance on your silly face, as you snuffle around Domino's love hillock like the piggy seeking the truffle in the forest, the forest heaving and swaying in the hot winds of desire! You lose again Sharky. When I make love to the women zey know, Sharky, zey know. Zey learn, zey learn until zey become the teacher. Not nanomaths, the arts of love. Domino was the seedling which I watered. I watered her so very often. Everywhere Sharky. Her scented petals, her proud stalk, everywhere. She will wither under your ridiculous hose, like the souffl removed from the oven five minute too soon. I must go now Sharky, you bore me so with your disgraceful behaviour. It is you who will be flushed down le pissoir like the smelly thing. Bon chance!"
0,"Most of Chaplin's most famous films are his fulllength features. And, I assume most people have at most seen only a few clips of him from his prefeature days when he starred in dozens and dozens of comedy shorts. This is really a shame, as some wonderful shorts are pretty much waiting to be discovered by the world in the 21st century. If someone watches this film they have an excellent chance to see some of Chaplin's better shorts because Chaplin himself chose these three shorts and strung them together with a bit of narration to make this 1959 feature film. This is great for several reasons. First, in Chaplin's earliest films from 19141915, his character of the Little Tramp is still in its earliest incarnations or is absent altogether. Plus, even when he is there, he was often meanspirited and selfcentered -- something very alien from the Little Tramp we have grown to love. Second, because the shorts that were chosen were in great condition, if you watch this film you won't need to worry about watching scratchy film with gaps and lousy musical accompaniment that doesn't fit the action ( a common problem). So, for a great look at Chaplin's shorts at their finest, give this film a chance. It's sure to provide you some excellent laughs."
1,"Most of Chaplin's most famous films are his fulllength features. And, I assume most people have at most seen only a few clips of him from his prefeature days when he starred in dozens and dozens of comedy shorts. This is really a shame, as some wonderful shorts are pretty much waiting to be discovered by the world in the 21st century. If someone watches this film they have an excellent chance to see some of Chaplin's better shorts because Chaplin himself chose these three shorts and strung them together with a bit of narration to make this 1959 feature film. This is great for several reasons. First, in Chaplin's earliest films from 19141915, his character of the Little Tramp is still in its earliest incarnations or is absent altogether. Plus, even when he is there, he was often meanspirited and selfcentered -- something very alien from the Little Tramp we have grown to love. Second, because the shorts that were chosen were in great condition, if you watch this film you won't need to worry about watching scratchy film with gaps and lousy musical accompaniment that doesn't fit the action ( a common problem). So, for a great look at Chaplin's shorts at their finest, give this film a chance. It's sure to provide you some excellent laughs."
0,"My friends and I have watched this so many time I have lost count. This is worth seeing for those in the right frame of mind, meaning that this is not so much a good horror film as a film to lampoon for its funny quotes and bad effects. This film is best watched with other like minded individuals so you have someone to laugh with. You'll laugh as Greg leaps and shuffles around the lab, petting his pet rabbit, while his hunchback shifts from right to left on his back. "" Greg, stop clowning! "", scolds Dr. Brandon. You'll laugh as J.G. Patterson gives hand signals to direct Greg to the other side of the operating table, while his hand is in the shot. And you'll probably chuckle when you realize that the final woman has none of the features he used to construct her with."
1,"My friends and I have watched this so many time I have lost count. This is worth seeing for those in the right frame of mind, meaning that this is not so much a good horror film as a film to lampoon for its funny quotes and bad effects. This film is best watched with other like minded individuals so you have someone to laugh with. You'll laugh as Greg leaps and shuffles around the lab, petting his pet rabbit, while his hunchback shifts from right to left on his back. "" Greg, stop clowning! "", scolds Dr. Brandon. You'll laugh as J.G. Patterson gives hand signals to direct Greg to the other side of the operating table, while his hand is in the shot. And you'll probably chuckle when you realize that the final woman has none of the features he used to construct her with."
1,"Nearwonderful mixture of comedy, romance, and medical chaos has a 50-ish swingingsingle doctor, tired of going to rock concerts with nubile airheads, dating a patient his own age whom he met on his rounds. Screenplay by Julius Epstein shows a fair amount of sophistication, though he doesn't have enough material to fill out the picture's last third, and one can almost feel the movie slipping. The subplot about the hospital being investigated for its shoddy business affairs isn't worked out satisfactorily, and it feels highly concocted anyway. Still, Walter Matthau and Glenda Jackson are a terrific team, Richard Benjamin and Art Carney very funny in support. Director Howard Zieff keeps it all popping, and even when Epstein's oneliners feel like Neil Simon rejects, Zieff zips right along happily. The results are dryly engaging and occasionally quite sweet. Followed by a failed TV series.*** from****"
0,"Nearwonderful mixture of comedy, romance, and medical chaos has a 50-ish swingingsingle doctor, tired of going to rock concerts with nubile airheads, dating a patient his own age whom he met on his rounds. Screenplay by Julius Epstein shows a fair amount of sophistication, though he doesn't have enough material to fill out the picture's last third, and one can almost feel the movie slipping. The subplot about the hospital being investigated for its shoddy business affairs isn't worked out satisfactorily, and it feels highly concocted anyway. Still, Walter Matthau and Glenda Jackson are a terrific team, Richard Benjamin and Art Carney very funny in support. Director Howard Zieff keeps it all popping, and even when Epstein's oneliners feel like Neil Simon rejects, Zieff zips right along happily. The results are dryly engaging and occasionally quite sweet. Followed by a failed TV series.*** from****"
1,"Not even original in the plot. Ho hum. There were a couple of angles that could have been quite interesting, but the film follows the path of 90% of Hollywood movies. I don't really "" get "" Samuel Jackson's acting most of the time in his other films, but he was rather good in this film. He rarely yelled and went much further in his character rather than reverting to an "" in your face anger. "" I liked Eva Mendesas usualand even though she is great eye candy, she proves herself to be much more than that as an actress. Luis Guzman was actually really good also, except that I disliked the change of his character towards Samuel Jackson at the end of the film. How can one's character center around a dislike for a former cop and then turn into lollipop land within a split second? Is there no original thought left in Hollywood?"
0,"Not even original in the plot. Ho hum. There were a couple of angles that could have been quite interesting, but the film follows the path of 90% of Hollywood movies. I don't really "" get "" Samuel Jackson's acting most of the time in his other films, but he was rather good in this film. He rarely yelled and went much further in his character rather than reverting to an "" in your face anger. "" I liked Eva Mendesas usualand even though she is great eye candy, she proves herself to be much more than that as an actress. Luis Guzman was actually really good also, except that I disliked the change of his character towards Samuel Jackson at the end of the film. How can one's character center around a dislike for a former cop and then turn into lollipop land within a split second? Is there no original thought left in Hollywood?"
0,"Ocean's Twelve: just plain stupid, bad and nothing compared to the other two. An art robbery. 10 known actors, at least. A weak script and very slow developing idea. That's why I characterize a movie I only saw at least 20 minutes of it. Don't get me wrong, you may like it. But I only like the Ocean's films because of the Heist theme. If Ocean's 12 it's not about Heist then what's the point to see it? Glad Soderberg saw his main error and redeemed himself by making a film far superior to the first one. Kudos for that. Steven Soderberg isn't really a good director. Apart from his hit "" Sex lies and videotapes "" ... nothing else happened so much great to the career of this director. Shame on him. But his fault only."
1,"Ocean's Twelve: just plain stupid, bad and nothing compared to the other two. An art robbery. 10 known actors, at least. A weak script and very slow developing idea. That's why I characterize a movie I only saw at least 20 minutes of it. Don't get me wrong, you may like it. But I only like the Ocean's films because of the Heist theme. If Ocean's 12 it's not about Heist then what's the point to see it? Glad Soderberg saw his main error and redeemed himself by making a film far superior to the first one. Kudos for that. Steven Soderberg isn't really a good director. Apart from his hit "" Sex lies and videotapes "" ... nothing else happened so much great to the career of this director. Shame on him. But his fault only."
0,"Oh dear! The BBC is not about to be knocked off its pedestal for absorbing period dramas by this one. I agree this novel of Jane Austens is the difficult to portray particularly to a modern audience, the heroine is hardly a Elizabeth Bennet, even Edmund is not calculated to cause female hearts to skip a beat. However I must say I was hoping for an improvement on the last and was sadly disappointed. The basic story was preserved, but the dialogue was so altered that all that was Jane Austen's tone, manner, feeling, wit, depth, was diluted if not lost. If some past adaptions may be seen as dated the weakness of this one must be that it is too modern ( ' his life is one long party '?????) The cast was generally adequate, but I think Billie Piper was the wrong choice, it needed someone more restrained, I gained no impression of hidden depths beneath a submissive exterior, she was more like a frolicking child. I see I must wait for the BBC to weave its magic once again."
1,"Oh dear! The BBC is not about to be knocked off its pedestal for absorbing period dramas by this one. I agree this novel of Jane Austens is the difficult to portray particularly to a modern audience, the heroine is hardly a Elizabeth Bennet, even Edmund is not calculated to cause female hearts to skip a beat. However I must say I was hoping for an improvement on the last and was sadly disappointed. The basic story was preserved, but the dialogue was so altered that all that was Jane Austen's tone, manner, feeling, wit, depth, was diluted if not lost. If some past adaptions may be seen as dated the weakness of this one must be that it is too modern ( ' his life is one long party '?????) The cast was generally adequate, but I think Billie Piper was the wrong choice, it needed someone more restrained, I gained no impression of hidden depths beneath a submissive exterior, she was more like a frolicking child. I see I must wait for the BBC to weave its magic once again."
1,One of Bolls better attempts. Just shows that if you do something long enough you have to improve just by chance. It is still not good but it is at least watchable which is an improvement over the bloodrayne. The main difference between Bloodrayne and FarCry really is that the story from Farcry wasn't the games strong point whereas Bloodrayne had a strong story and thus Boll had more chance to mess it up. The action in this movie is actually fairly good. Occasionally a touch overdone but in a good way and worth a watch just for that. Acting wise it was pretty decent. Most of the actors are pretty good but you can tell they aren't taking it seriously based on comparisons with other performances. But the lighter mood this gives to the film actually helps. While I think sticking a little bit closer to the story of the game might have made for a slightly better film the changes made are pretty practical and not big enough to make a difference. Especially given the plot of the game was hardly Oscar winning just a vehicle for FPS carnage. Would have liked it set in the Jungle as that was a pretty integral part of the game but Canada doesn't have a great deal of Jungle and it is at least set in a kind of rainforest. Why Boll feels the need to change already professionally scripted and directed game plots I don't know but he does. And until he starts letting the source material speak through his adaptations will always be lacking. Watch the film for a laugh its good for that and maybe for watching during a party as drinking party fodder.
